key,ideaA,ideaB,relatedness,generality,persona
"('metaphysicsofmind', 'philosophyofmind')",metaphysics of mind,philosophy of mind,4,0,phd
"('metaphysicsofmind', 'philosophyofmind')",metaphysics of mind,philosophy of mind,4,2,phd
"('metaphysicsofmind', 'philosophyofmind')",metaphysics of mind,philosophy of mind,4,0,phd
"('metaphysicsofmind', 'philosophyofmind')",metaphysics of mind,philosophy of mind,4,-1,expert
"('metaphysicsofmind', 'philosophyofmind')",metaphysics of mind,philosophy of mind,4,0,expert
"('metaphysicsofmind', 'philosophyofmind')",metaphysics of mind,philosophy of mind,4,0,expert
"('metaphysicsofmind', 'philosophyofmind')",metaphysics of mind,philosophy of mind,0,0,expert
"('metaphysicsofmind', 'philosophyofmind')",metaphysics of mind,philosophy of mind,4,-1,expert
"('aspectsofmind', 'philosophyofmind')",aspects of mind,philosophy of mind,4,2,phd
"('aspectsofmind', 'philosophyofmind')",aspects of mind,philosophy of mind,4,-1,expert
"('aspectsofmind', 'philosophyofmind')",aspects of mind,philosophy of mind,4,0,expert
"('aspectsofmind', 'philosophyofmind')",aspects of mind,philosophy of mind,3,0,expert
"('aspectsofmind', 'philosophyofmind')",aspects of mind,philosophy of mind,3,3,expert
"('mentalcontent', 'nonconceptualcontent')",non-conceptual content,mental content,4,0,phd
"('mentalcontent', 'nonconceptualcontent')",non-conceptual content,mental content,4,0,expert
"('folkpsychology', 'folkpsychologyasmentalsimulation')",folk psychology as mental simulation,folk psychology,4,0,phd
"('folkpsychology', 'folkpsychologyasmentalsimulation')",folk psychology as mental simulation,folk psychology,4,0,expert
"('18thcenturybritishaesthetics', 'perception')",18th century british aesthetics,perception,0,-1,phd
"('18thcenturybritishaesthetics', 'perception')",18th century british aesthetics,perception,2,0,expert
"('bioethics', 'businessethics')",business ethics,bioethics,1,0,phd
"('bioethics', 'businessethics')",business ethics,bioethics,2,2,phd
"('bioethics', 'businessethics')",business ethics,bioethics,2,2,expert
"('18thcenturygermanaesthetics', 'aestheticsandphilosophyofart')",aesthetics and philosophy of art,18th century german aesthetics,4,0,course_taker
"('18thcenturygermanaesthetics', 'aestheticsandphilosophyofart')",aesthetics and philosophy of art,18th century german aesthetics,3,0,phd
"('18thcenturygermanaesthetics', 'aestheticsandphilosophyofart')",aesthetics and philosophy of art,18th century german aesthetics,3,0,phd
"('18thcenturygermanaesthetics', 'aestheticsandphilosophyofart')",aesthetics and philosophy of art,18th century german aesthetics,3,0,phd
"('ideas', 'philosophyofmind')",ideas,philosophy of mind,4,3,phd
"('ideas', 'philosophyofmind')",ideas,philosophy of mind,3,-1,expert
"('ideas', 'philosophyofmind')",ideas,philosophy of mind,3,0,expert
"('ideas', 'philosophyofmind')",ideas,philosophy of mind,4,1,expert
"('ideas', 'philosophyofmind')",ideas,philosophy of mind,4,0,expert
"('methodologicaldebatesincosmologythe1930sand1940s', 'philosophyofscienceandthesciences')",methodological debates in cosmology the 1930s and 1940s,philosophy of science and the sciences,4,-1,phd
"('methodologicaldebatesincosmologythe1930sand1940s', 'philosophyofscienceandthesciences')",methodological debates in cosmology the 1930s and 1940s,philosophy of science and the sciences,3,0,phd
"('methodologicaldebatesincosmologythe1930sand1940s', 'philosophyofscienceandthesciences')",methodological debates in cosmology the 1930s and 1940s,philosophy of science and the sciences,4,0,phd
"('methodologicaldebatesincosmologythe1930sand1940s', 'philosophyofscienceandthesciences')",methodological debates in cosmology the 1930s and 1940s,philosophy of science and the sciences,3,0,expert
"('compositionalityandlogicalform', 'metaphysics')",compositionality and logical form,metaphysics,3,0,phd
"('compositionalityandlogicalform', 'metaphysics')",compositionality and logical form,metaphysics,0,-1,expert
"('leibnizsinfluenceonkant', 'perception')",leibniz's influence on kant,perception,3,2,phd
"('leibnizsinfluenceonkant', 'perception')",leibniz's influence on kant,perception,3,3,expert
"('chinesephilosophy', 'mohistcanons')",mohist canons,chinese philosophy,3,0,novice
"('chinesephilosophy', 'mohistcanons')",mohist canons,chinese philosophy,4,0,phd
"('chinesephilosophy', 'mohistcanons')",mohist canons,chinese philosophy,4,0,phd
"('deweysaesthetics', 'perception')",dewey's aesthetics,perception,0,-1,phd
"('deweysaesthetics', 'perception')",dewey's aesthetics,perception,2,-1,expert
"('consciousness', 'perception')",consciousness,perception,4,1,phd
"('consciousness', 'perception')",consciousness,perception,4,2,expert
"('consciousness', 'perception')",consciousness,perception,4,2,expert
"('epistemology', 'philosophyofpsychology')",philosophy of psychology,epistemology,2,-1,phd
"('epistemology', 'philosophyofpsychology')",philosophy of psychology,epistemology,3,2,expert
"('epistemology', 'philosophyofpsychology')",philosophy of psychology,epistemology,3,0,expert
"('logos', 'metaphysics')",logos,metaphysics,4,0,phd
"('logos', 'metaphysics')",logos,metaphysics,3,0,expert
"('artificialintelligence', 'turingmachine')",turing machine,artificial intelligence,2,-1,phd
"('artificialintelligence', 'turingmachine')",turing machine,artificial intelligence,4,-1,expert
"('interpretation', 'philosophyoflanguage')",philosophy of language,interpretation,2,0,phd
"('interpretation', 'philosophyoflanguage')",philosophy of language,interpretation,-1,0,expert
"('cognitivescience', 'dynamicalsystem')",dynamical system,cognitive science,4,0,phd
"('cognitivescience', 'dynamicalsystem')",dynamical system,cognitive science,3,0,expert
"('cognitivescience', 'dynamicalsystem')",dynamical system,cognitive science,4,-1,expert
"('churchandstate', 'philosophyofreligion')",church and state,philosophy of religion,4,2,phd
"('churchandstate', 'philosophyofreligion')",church and state,philosophy of religion,4,0,phd
"('churchandstate', 'philosophyofreligion')",church and state,philosophy of religion,3,3,expert
"('churchandstate', 'philosophyofreligion')",church and state,philosophy of religion,4,0,expert
"('bohmianmechanics', 'quantummechanics')",bohmian mechanics,quantum mechanics,4,3,phd
"('bohmianmechanics', 'quantummechanics')",bohmian mechanics,quantum mechanics,4,0,phd
"('bohmianmechanics', 'quantummechanics')",bohmian mechanics,quantum mechanics,4,1,expert
"('philosophyofart', 'philosophyofmind')",philosophy of art,philosophy of mind,0,-1,phd
"('philosophyofart', 'philosophyofmind')",philosophy of art,philosophy of mind,1,-1,expert
"('philosophyofart', 'philosophyofmind')",philosophy of art,philosophy of mind,0,-1,expert
"('philosophyofart', 'philosophyofmind')",philosophy of art,philosophy of mind,1,2,expert
"('africansagephilosophy', 'afterlife')",african sage philosophy,afterlife,1,0,phd
"('africansagephilosophy', 'afterlife')",african sage philosophy,afterlife,2,3,expert
"('ethicsandart', 'philosophyofart')",philosophy of art,ethics and art,3,1,phd
"('ethicsandart', 'philosophyofart')",philosophy of art,ethics and art,4,1,expert
"('modernphilosophy', 'philosophyofreligion')",modern philosophy,philosophy of religion,1,2,phd
"('modernphilosophy', 'philosophyofreligion')",modern philosophy,philosophy of religion,0,-1,phd
"('modernphilosophy', 'philosophyofreligion')",modern philosophy,philosophy of religion,1,-1,phd
"('modernphilosophy', 'philosophyofreligion')",modern philosophy,philosophy of religion,3,3,expert
"('imagery', 'philosophyofmind')",imagery,philosophy of mind,4,0,phd
"('imagery', 'philosophyofmind')",imagery,philosophy of mind,3,-1,expert
"('imagery', 'philosophyofmind')",imagery,philosophy of mind,4,0,expert
"('imagery', 'philosophyofmind')",imagery,philosophy of mind,4,0,expert
"('philosophyofreligion', 'zenbuddhism')",zen buddhism,philosophy of religion,2,2,phd
"('philosophyofreligion', 'zenbuddhism')",zen buddhism,philosophy of religion,4,0,phd
"('philosophyofreligion', 'zenbuddhism')",zen buddhism,philosophy of religion,4,1,expert
"('kantsphilosophyofreligion', 'philosophyofreligion')",kant's philosophy of religion,philosophy of religion,4,0,phd
"('kantsphilosophyofreligion', 'philosophyofreligion')",kant's philosophy of religion,philosophy of religion,4,0,phd
"('kantsphilosophyofreligion', 'philosophyofreligion')",kant's philosophy of religion,philosophy of religion,4,0,phd
"('kantsphilosophyofreligion', 'philosophyofreligion')",kant's philosophy of religion,philosophy of religion,2,0,expert
"('kantsphilosophyofreligion', 'philosophyofreligion')",kant's philosophy of religion,philosophy of religion,4,0,expert
"('cognitivescience', 'networkmodel')",network model,cognitive science,4,0,phd
"('cognitivescience', 'networkmodel')",network model,cognitive science,4,0,expert
"('historyoflogic', 'squareofopposition')",square of opposition,history of logic,4,-1,novice
"('historyoflogic', 'squareofopposition')",square of opposition,history of logic,4,0,phd
"('epistemology', 'falsificationism')",falsificationism,epistemology,1,0,phd
"('epistemology', 'falsificationism')",falsificationism,epistemology,4,0,expert
"('dynamism', 'japanesephilosophy')",dynamism,japanese philosophy,1,1,novice
"('dynamism', 'japanesephilosophy')",dynamism,japanese philosophy,-1,-1,expert
"('cosmology', 'metaphysics')",cosmology,metaphysics,4,0,phd
"('cosmology', 'metaphysics')",cosmology,metaphysics,3,2,expert
"('autism', 'folkpsychology')",autism,folk psychology,3,0,phd
"('autism', 'folkpsychology')",autism,folk psychology,3,0,expert
"('kantsviewofthemindandconsciousnessofself', 'philosophyofmind')",kant's view of the mind and consciousness of self,philosophy of mind,4,0,phd
"('kantsviewofthemindandconsciousnessofself', 'philosophyofmind')",kant's view of the mind and consciousness of self,philosophy of mind,3,0,phd
"('kantsviewofthemindandconsciousnessofself', 'philosophyofmind')",kant's view of the mind and consciousness of self,philosophy of mind,4,0,phd
"('kantsviewofthemindandconsciousnessofself', 'philosophyofmind')",kant's view of the mind and consciousness of self,philosophy of mind,3,-1,expert
"('kantsviewofthemindandconsciousnessofself', 'philosophyofmind')",kant's view of the mind and consciousness of self,philosophy of mind,1,0,expert
"('kantsviewofthemindandconsciousnessofself', 'philosophyofmind')",kant's view of the mind and consciousness of self,philosophy of mind,4,0,expert
"('kantsviewofthemindandconsciousnessofself', 'philosophyofmind')",kant's view of the mind and consciousness of self,philosophy of mind,3,-1,expert
"('kantsviewofthemindandconsciousnessofself', 'philosophyofmind')",kant's view of the mind and consciousness of self,philosophy of mind,1,-1,expert
"('nonhumananimals', 'philosophyofmind')",nonhuman animals,philosophy of mind,3,0,phd
"('nonhumananimals', 'philosophyofmind')",nonhuman animals,philosophy of mind,3,-1,expert
"('nonhumananimals', 'philosophyofmind')",nonhuman animals,philosophy of mind,3,1,expert
"('nonhumananimals', 'philosophyofmind')",nonhuman animals,philosophy of mind,2,3,expert
"('languagelearning', 'philosophyoflanguage')",philosophy of language,language learning,4,1,phd
"('languagelearning', 'philosophyoflanguage')",philosophy of language,language learning,4,0,phd
"('languagelearning', 'philosophyoflanguage')",philosophy of language,language learning,3,0,expert
"('languagelearning', 'philosophyoflanguage')",philosophy of language,language learning,-1,0,expert
"('pakistaniphilosophy', 'perception')",pakistani philosophy,perception,0,-1,phd
"('pakistaniphilosophy', 'perception')",pakistani philosophy,perception,0,-1,expert
"('dualism', 'propertydualism')",property dualism,dualism,4,0,phd
"('dualism', 'propertydualism')",property dualism,dualism,4,0,expert
"('analysisofknowledge', 'knowledge')",analysis of knowledge,knowledge,4,0,phd
"('analysisofknowledge', 'knowledge')",analysis of knowledge,knowledge,4,0,expert
"('epistemology', 'platosmiddleperiodmetaphysicsandepistemology')",plato's middle period metaphysics and epistemology,epistemology,2,-1,phd
"('epistemology', 'platosmiddleperiodmetaphysicsandepistemology')",plato's middle period metaphysics and epistemology,epistemology,1,3,phd
"('epistemology', 'platosmiddleperiodmetaphysicsandepistemology')",plato's middle period metaphysics and epistemology,epistemology,0,-1,expert
"('causaldeterminism', 'freewill')",causal determinism,free will,4,3,phd
"('causaldeterminism', 'freewill')",causal determinism,free will,4,-1,expert
"('leibnizsinfluenceonkant', 'metaphysics')",leibniz's influence on kant,metaphysics,3,0,phd
"('leibnizsinfluenceonkant', 'metaphysics')",leibniz's influence on kant,metaphysics,2,3,expert
"('conservationbiology', 'philosophyofbiology')",conservation biology,philosophy of biology,4,0,phd
"('conservationbiology', 'philosophyofbiology')",conservation biology,philosophy of biology,4,0,expert
"('metaphysics', 'platonism')",platonism,metaphysics,2,0,phd
"('metaphysics', 'platonism')",platonism,metaphysics,4,0,expert
"('epistemology', 'metaphysicsofscience')",metaphysics of science,epistemology,1,0,phd
"('epistemology', 'metaphysicsofscience')",metaphysics of science,epistemology,1,2,expert
"('afterlife', 'philosophyofreligion')",afterlife,philosophy of religion,4,0,phd
"('afterlife', 'philosophyofreligion')",afterlife,philosophy of religion,4,0,phd
"('afterlife', 'philosophyofreligion')",afterlife,philosophy of religion,4,0,phd
"('afterlife', 'philosophyofreligion')",afterlife,philosophy of religion,3,3,expert
"('afterlife', 'philosophyofreligion')",afterlife,philosophy of religion,4,0,expert
"('epistemology', 'socialepistemology')",social epistemology,epistemology,4,0,phd
"('epistemology', 'socialepistemology')",social epistemology,epistemology,4,-1,phd
"('epistemology', 'socialepistemology')",social epistemology,epistemology,3,0,phd
"('epistemology', 'socialepistemology')",social epistemology,epistemology,4,0,phd
"('epistemology', 'socialepistemology')",social epistemology,epistemology,2,0,phd
"('epistemology', 'socialepistemology')",social epistemology,epistemology,2,0,phd
"('epistemology', 'socialepistemology')",social epistemology,epistemology,4,0,expert
"('epistemology', 'socialepistemology')",social epistemology,epistemology,4,0,expert
"('epistemology', 'socialepistemology')",social epistemology,epistemology,4,0,expert
"('epistemology', 'socialepistemology')",social epistemology,epistemology,4,0,expert
"('perception', 'reliabilism')",reliabilism,perception,2,2,phd
"('perception', 'reliabilism')",reliabilism,perception,3,0,expert
"('evolutionarypsychology', 'philosophyofmind')",evolutionary psychology,philosophy of mind,3,3,phd
"('evolutionarypsychology', 'philosophyofmind')",evolutionary psychology,philosophy of mind,4,0,expert
"('interactionism', 'philosophyofmind')",interactionism,philosophy of mind,3,0,phd
"('interactionism', 'philosophyofmind')",interactionism,philosophy of mind,4,-1,expert
"('interactionism', 'philosophyofmind')",interactionism,philosophy of mind,4,0,expert
"('cognitivescience', 'computationandrepresentation')",computation and representation,cognitive science,3,0,phd
"('cognitivescience', 'computationandrepresentation')",computation and representation,cognitive science,4,0,phd
"('cognitivescience', 'computationandrepresentation')",computation and representation,cognitive science,4,1,phd
"('cognitivescience', 'computationandrepresentation')",computation and representation,cognitive science,4,-1,expert
"('cognitivescience', 'computationandrepresentation')",computation and representation,cognitive science,4,0,expert
"('historyoflogic', 'hypotheticalsyllogism')",hypothetical syllogism,history of logic,4,-1,novice
"('historyoflogic', 'hypotheticalsyllogism')",hypothetical syllogism,history of logic,2,0,phd
"('currentphilosophy', 'perception')",current philosophy,perception,3,1,phd
"('currentphilosophy', 'perception')",current philosophy,perception,4,1,expert
"('hobbessmoralandpoliticalphilosophy', 'socialandpoliticalphilosophy')",hobbes's moral and political philosophy,social and political philosophy,3,3,phd
"('hobbessmoralandpoliticalphilosophy', 'socialandpoliticalphilosophy')",hobbes's moral and political philosophy,social and political philosophy,4,0,expert
"('magnetism', 'perception')",magnetism,perception,0,-1,phd
"('magnetism', 'perception')",magnetism,perception,0,-1,expert
"('mentalcausation', 'philosophyofmind')",mental causation,philosophy of mind,4,0,phd
"('mentalcausation', 'philosophyofmind')",mental causation,philosophy of mind,4,0,phd
"('mentalcausation', 'philosophyofmind')",mental causation,philosophy of mind,4,0,phd
"('mentalcausation', 'philosophyofmind')",mental causation,philosophy of mind,4,-1,expert
"('mentalcausation', 'philosophyofmind')",mental causation,philosophy of mind,4,0,expert
"('mentalcausation', 'philosophyofmind')",mental causation,philosophy of mind,4,0,expert
"('africanandafricanamericanphilosophy', 'ethnophilosophy')",ethnophilosophy,african and african-american philosophy,4,1,course_taker
"('africanandafricanamericanphilosophy', 'ethnophilosophy')",ethnophilosophy,african and african-american philosophy,3,1,phd
"('epistemology', 'generalrelativity')",general relativity,epistemology,0,-1,phd
"('epistemology', 'generalrelativity')",general relativity,epistemology,1,1,expert
"('induction', 'philosophyofmind')",induction,philosophy of mind,1,2,phd
"('induction', 'philosophyofmind')",induction,philosophy of mind,2,-1,expert
"('induction', 'philosophyofmind')",induction,philosophy of mind,2,0,expert
"('induction', 'philosophyofmind')",induction,philosophy of mind,0,3,expert
"('induction', 'philosophyofmind')",induction,philosophy of mind,3,1,expert
"('epistemologyofreligion', 'philosophyofreligion')",epistemology of religion,philosophy of religion,4,0,phd
"('epistemologyofreligion', 'philosophyofreligion')",epistemology of religion,philosophy of religion,4,0,phd
"('epistemologyofreligion', 'philosophyofreligion')",epistemology of religion,philosophy of religion,4,0,phd
"('epistemologyofreligion', 'philosophyofreligion')",epistemology of religion,philosophy of religion,4,0,expert
"('epistemologyofreligion', 'philosophyofreligion')",epistemology of religion,philosophy of religion,4,0,expert
"('mentalimagery', 'philosophyofmind')",mental imagery,philosophy of mind,3,0,phd
"('mentalimagery', 'philosophyofmind')",mental imagery,philosophy of mind,4,0,expert
"('baptism', 'epistemology')",baptism,epistemology,0,-1,phd
"('baptism', 'epistemology')",baptism,epistemology,0,-1,expert
"('causation', 'probabilisticcausation')",probabilistic causation,causation,4,0,phd
"('causation', 'probabilisticcausation')",probabilistic causation,causation,4,0,expert
"('causation', 'probabilisticcausation')",probabilistic causation,causation,4,0,expert
"('measurementinquantumtheory', 'perception')",measurement in quantum theory,perception,0,-1,phd
"('measurementinquantumtheory', 'perception')",measurement in quantum theory,perception,1,0,expert
"('interpretation', 'metaphysics')",interpretation,metaphysics,1,0,phd
"('interpretation', 'metaphysics')",interpretation,metaphysics,0,-1,expert
"('perception', 'scottishphilosophyinthe19thcentury')",scottish philosophy in the 19th century,perception,3,1,phd
"('perception', 'scottishphilosophyinthe19thcentury')",scottish philosophy in the 19th century,perception,2,0,expert
"('philosophyofchemistry', 'philosophyofscienceandthesciences')",philosophy of chemistry,philosophy of science and the sciences,4,-1,phd
"('philosophyofchemistry', 'philosophyofscienceandthesciences')",philosophy of chemistry,philosophy of science and the sciences,4,0,phd
"('philosophyofchemistry', 'philosophyofscienceandthesciences')",philosophy of chemistry,philosophy of science and the sciences,4,0,phd
"('philosophyofchemistry', 'philosophyofscienceandthesciences')",philosophy of chemistry,philosophy of science and the sciences,4,0,expert
"('goodness', 'metaphysics')",goodness,metaphysics,3,0,phd
"('goodness', 'metaphysics')",goodness,metaphysics,2,0,expert
"('goodness', 'metaphysics')",goodness,metaphysics,0,-1,expert
"('concepts', 'mentalcontent')",concepts,mental content,4,0,phd
"('concepts', 'mentalcontent')",concepts,mental content,4,2,expert
"('languageandsociety', 'philosophyoflanguage')",philosophy of language,language and society,4,1,phd
"('languageandsociety', 'philosophyoflanguage')",philosophy of language,language and society,-1,2,expert
"('epistemology', 'philosophyofsocialscience')",philosophy of social science,epistemology,1,2,phd
"('epistemology', 'philosophyofsocialscience')",philosophy of social science,epistemology,3,1,expert
"('perception', 'representationalism')",representationalism,perception,4,0,phd
"('perception', 'representationalism')",representationalism,perception,4,0,expert
"('philosophyofreligion', 'secularhumanism')",secular humanism,philosophy of religion,3,0,phd
"('philosophyofreligion', 'secularhumanism')",secular humanism,philosophy of religion,4,0,phd
"('philosophyofreligion', 'secularhumanism')",secular humanism,philosophy of religion,3,0,phd
"('philosophyofreligion', 'secularhumanism')",secular humanism,philosophy of religion,1,0,expert
"('philosophyofmind', 'philosophyofnature')",philosophy of nature,philosophy of mind,0,-1,phd
"('philosophyofmind', 'philosophyofnature')",philosophy of nature,philosophy of mind,2,-1,expert
"('philosophyofmind', 'philosophyofnature')",philosophy of nature,philosophy of mind,1,2,expert
"('metaphysics', 'philosophyofchemistry')",philosophy of chemistry,metaphysics,2,0,phd
"('metaphysics', 'philosophyofchemistry')",philosophy of chemistry,metaphysics,2,3,expert
"('africanandafricanamericanphilosophy', 'africanphilosophy')",african philosophy,african and african-american philosophy,4,0,course_taker
"('africanandafricanamericanphilosophy', 'africanphilosophy')",african philosophy,african and african-american philosophy,4,0,phd
"('africanandafricanamericanphilosophy', 'africanphilosophy')",african philosophy,african and african-american philosophy,4,0,phd
"('africanandafricanamericanphilosophy', 'africanphilosophy')",african philosophy,african and african-american philosophy,4,0,phd
"('japaneseaesthetics', 'japanesephilosophy')",japanese aesthetics,japanese philosophy,2,0,novice
"('japaneseaesthetics', 'japanesephilosophy')",japanese aesthetics,japanese philosophy,4,0,phd
"('japaneseaesthetics', 'japanesephilosophy')",japanese aesthetics,japanese philosophy,3,0,phd
"('ancientlogic', 'historyoflogic')",ancient logic,history of logic,4,-1,novice
"('ancientlogic', 'historyoflogic')",ancient logic,history of logic,3,0,phd
"('ancientlogic', 'historyoflogic')",ancient logic,history of logic,4,0,phd
"('philosophyofreligion', 'pietism')",pietism,philosophy of religion,2,2,phd
"('philosophyofreligion', 'pietism')",pietism,philosophy of religion,4,0,phd
"('philosophyofreligion', 'pietism')",pietism,philosophy of religion,3,0,phd
"('philosophyofreligion', 'pietism')",pietism,philosophy of religion,4,0,expert
"('philosophyofreligion', 'pietism')",pietism,philosophy of religion,4,1,expert
"('ontologicalargument', 'philosophyofreligion')",ontological argument,philosophy of religion,4,0,phd
"('ontologicalargument', 'philosophyofreligion')",ontological argument,philosophy of religion,4,0,phd
"('ontologicalargument', 'philosophyofreligion')",ontological argument,philosophy of religion,4,0,phd
"('ontologicalargument', 'philosophyofreligion')",ontological argument,philosophy of religion,4,0,expert
"('eliminativematerialism', 'folkpsychology')",eliminative materialism,folk psychology,4,2,phd
"('eliminativematerialism', 'folkpsychology')",eliminative materialism,folk psychology,4,1,expert
"('externalism', 'perception')",externalism,perception,2,3,phd
"('externalism', 'perception')",externalism,perception,3,3,expert
"('epistemology', 'experimentinphysics')",experiment in physics,epistemology,3,-1,phd
"('epistemology', 'experimentinphysics')",experiment in physics,epistemology,0,-1,phd
"('epistemology', 'experimentinphysics')",experiment in physics,epistemology,1,2,expert
"('existenceofgod', 'metaphysics')",existence of god,metaphysics,4,0,phd
"('existenceofgod', 'metaphysics')",existence of god,metaphysics,3,3,expert
"('philosophyofcomputerscience', 'philosophyofscienceandthesciences')",philosophy of computer science,philosophy of science and the sciences,4,-1,phd
"('philosophyofcomputerscience', 'philosophyofscienceandthesciences')",philosophy of computer science,philosophy of science and the sciences,4,0,phd
"('philosophyofcomputerscience', 'philosophyofscienceandthesciences')",philosophy of computer science,philosophy of science and the sciences,3,0,phd
"('philosophyofcomputerscience', 'philosophyofscienceandthesciences')",philosophy of computer science,philosophy of science and the sciences,2,0,phd
"('philosophyofcomputerscience', 'philosophyofscienceandthesciences')",philosophy of computer science,philosophy of science and the sciences,3,0,expert
"('ethics', 'utilitarianism')",ethics,utilitarianism,4,0,novice
"('ethics', 'utilitarianism')",ethics,utilitarianism,4,-1,phd
"('ethics', 'utilitarianism')",ethics,utilitarianism,4,0,phd
"('scientificmethodology', 'scientificrealism')",scientific realism,scientific methodology,3,-1,novice
"('scientificmethodology', 'scientificrealism')",scientific realism,scientific methodology,3,1,phd
"('metaphysics', 'philosophyofscience')",philosophy of science,metaphysics,3,2,phd
"('metaphysics', 'philosophyofscience')",philosophy of science,metaphysics,2,2,phd
"('metaphysics', 'philosophyofscience')",philosophy of science,metaphysics,3,3,expert
"('metaphysics', 'philosophyofscience')",philosophy of science,metaphysics,2,3,expert
"('epistemology', 'introspection')",introspection,epistemology,2,-1,phd
"('epistemology', 'introspection')",introspection,epistemology,4,3,phd
"('epistemology', 'introspection')",introspection,epistemology,4,0,expert
"('logicandlanguage', 'philosophyofcomputerscience')",philosophy of computer science,logic and language,3,0,course_taker
"('logicandlanguage', 'philosophyofcomputerscience')",philosophy of computer science,logic and language,3,3,phd
"('medievaltheoriesofthecategories', 'metaphysics')",medieval theories of the categories,metaphysics,4,0,phd
"('medievaltheoriesofthecategories', 'metaphysics')",medieval theories of the categories,metaphysics,4,0,phd
"('medievaltheoriesofthecategories', 'metaphysics')",medieval theories of the categories,metaphysics,3,0,expert
"('lockespoliticalphilosophy', 'philosophyofreligion')",locke's political philosophy,philosophy of religion,0,-1,phd
"('lockespoliticalphilosophy', 'philosophyofreligion')",locke's political philosophy,philosophy of religion,0,-1,phd
"('lockespoliticalphilosophy', 'philosophyofreligion')",locke's political philosophy,philosophy of religion,2,0,phd
"('lockespoliticalphilosophy', 'philosophyofreligion')",locke's political philosophy,philosophy of religion,1,-1,expert
"('lockespoliticalphilosophy', 'philosophyofreligion')",locke's political philosophy,philosophy of religion,2,2,expert
"('consciousness', 'kantsviewofthemindandconsciousnessofself')",kant's view of the mind and consciousness of self,consciousness,4,0,phd
"('consciousness', 'kantsviewofthemindandconsciousnessofself')",kant's view of the mind and consciousness of self,consciousness,4,-1,expert
"('metaphysics', 'philosophyofphysics')",philosophy of physics,metaphysics,4,0,phd
"('metaphysics', 'philosophyofphysics')",philosophy of physics,metaphysics,1,0,phd
"('metaphysics', 'philosophyofphysics')",philosophy of physics,metaphysics,2,3,expert
"('identitytheoryofmind', 'perception')",identity theory of mind,perception,2,1,phd
"('identitytheoryofmind', 'perception')",identity theory of mind,perception,3,2,expert
"('metaphysics', 'vitalism')",vitalism,metaphysics,3,0,phd
"('metaphysics', 'vitalism')",vitalism,metaphysics,2,0,expert
"('philosophyofmind', 'realism')",realism,philosophy of mind,3,3,phd
"('philosophyofmind', 'realism')",realism,philosophy of mind,3,-1,expert
"('philosophyofmind', 'realism')",realism,philosophy of mind,2,2,expert
"('philosophyofmind', 'realism')",realism,philosophy of mind,4,1,expert
"('imagery', 'perception')",imagery,perception,3,2,phd
"('imagery', 'perception')",imagery,perception,4,2,expert
"('imagery', 'perception')",imagery,perception,4,2,expert
"('aspectsofconsciousness', 'selfconsciousness')",self-consciousness,aspects of consciousness,4,0,phd
"('aspectsofconsciousness', 'selfconsciousness')",self-consciousness,aspects of consciousness,4,0,expert
"('aristotlespsychology', 'philosophyofmind')",aristotle's psychology,philosophy of mind,4,0,phd
"('aristotlespsychology', 'philosophyofmind')",aristotle's psychology,philosophy of mind,3,0,phd
"('aristotlespsychology', 'philosophyofmind')",aristotle's psychology,philosophy of mind,1,-1,expert
"('aristotlespsychology', 'philosophyofmind')",aristotle's psychology,philosophy of mind,1,0,expert
"('aristotlespsychology', 'philosophyofmind')",aristotle's psychology,philosophy of mind,2,0,expert
"('aristotlespsychology', 'philosophyofmind')",aristotle's psychology,philosophy of mind,0,-1,expert
"('folkpsychologyasatheory', 'philosophyofmind')",folk psychology as a theory,philosophy of mind,4,0,phd
"('folkpsychologyasatheory', 'philosophyofmind')",folk psychology as a theory,philosophy of mind,4,0,phd
"('folkpsychologyasatheory', 'philosophyofmind')",folk psychology as a theory,philosophy of mind,3,0,phd
"('folkpsychologyasatheory', 'philosophyofmind')",folk psychology as a theory,philosophy of mind,4,-1,expert
"('folkpsychologyasatheory', 'philosophyofmind')",folk psychology as a theory,philosophy of mind,4,0,expert
"('folkpsychologyasatheory', 'philosophyofmind')",folk psychology as a theory,philosophy of mind,4,0,expert
"('folkpsychologyasatheory', 'philosophyofmind')",folk psychology as a theory,philosophy of mind,4,-1,expert
"('modularityofmind', 'philosophyofmind')",modularity of mind,philosophy of mind,4,0,phd
"('modularityofmind', 'philosophyofmind')",modularity of mind,philosophy of mind,4,-1,expert
"('modularityofmind', 'philosophyofmind')",modularity of mind,philosophy of mind,4,0,expert
"('modularityofmind', 'philosophyofmind')",modularity of mind,philosophy of mind,3,0,expert
"('modularityofmind', 'philosophyofmind')",modularity of mind,philosophy of mind,4,0,expert
"('modularityofmind', 'philosophyofmind')",modularity of mind,philosophy of mind,4,0,expert
"('languageofthoughthypothesis', 'philosophyoflanguage')",language of thought hypothesis,philosophy of language,3,3,phd
"('languageofthoughthypothesis', 'philosophyoflanguage')",language of thought hypothesis,philosophy of language,3,3,expert
"('languageofthoughthypothesis', 'philosophyoflanguage')",language of thought hypothesis,philosophy of language,-1,0,expert
"('probabilityandstatistics', 'scientificmethodology')",probability and statistics,scientific methodology,2,-1,novice
"('probabilityandstatistics', 'scientificmethodology')",probability and statistics,scientific methodology,3,1,phd
"('externalismaboutmentalcontent', 'mentalcontent')",externalism about mental content,mental content,4,0,phd
