key,ideaA,ideaB,humanRelatedness,humanGenerality
"('naturalizedepistemology', 'problemofinduction')",problem of induction,naturalized epistemology,3,-1
"('geocentrism', 'naturalizedepistemology')",geocentrism,naturalized epistemology,0,-1
"('moralnaturalism', 'naturalizedepistemology')",moral naturalism,naturalized epistemology,2,-1
"('evolutionism', 'naturalizedepistemology')",evolutionism,naturalized epistemology,3,-1
"('naturalisminlegalphilosophy', 'naturalizedepistemology')",naturalism in legal philosophy,naturalized epistemology,2,-1
"('epistemologyofscience', 'naturalizedepistemology')",epistemology of science,naturalized epistemology,2,-1
"('evolutionaryepistemology', 'naturalizedepistemology')",evolutionary epistemology,naturalized epistemology,4,-1
"('naturalizedepistemology', 'reliabilism')",reliabilism,naturalized epistemology,4,-1
"('naturalizedepistemology', 'socialepistemology')",social epistemology,naturalized epistemology,2,-1
"('moralnonnaturalism', 'naturalizedepistemology')",moral non-naturalism,naturalized epistemology,1,-1
"('naturalizedepistemology', 'psychologicalrelation')",psychological relation,naturalized epistemology,1,-1
"('inductivelogic', 'naturalizedepistemology')",inductive logic,naturalized epistemology,1,-1
"('molecularbiology', 'naturalizedepistemology')",molecular biology,naturalized epistemology,1,-1
"('naturalizedepistemology', 'unitsandlevelsofselection')",units and levels of selection,naturalized epistemology,2,-1
"('naturalizedepistemology', 'populationgenetics')",population genetics,naturalized epistemology,3,-1
"('conservatism', 'naturalizedepistemology')",conservatism,naturalized epistemology,0,-1
"('logicandlanguage', 'philosophyoflanguage')",logic and language,philosophy of language,-1,0
"('idiolects', 'philosophyoflanguage')",idiolects,philosophy of language,-1,0
"('infinitarylogic', 'philosophyoflanguage')",infinitary logic,philosophy of language,-1,3
"('philosophyoflanguage', 'privatelanguage')",private language,philosophy of language,-1,0
"('feministphilosophyoflanguage', 'philosophyoflanguage')",feminist philosophy of language,philosophy of language,-1,0
"('philosophyoflanguage', 'tarskistruthdefinition')",tarski's truth definition,philosophy of language,-1,0
"('languagelearning', 'philosophyoflanguage')",language learning,philosophy of language,-1,0
"('axiomatictheoriesoftruth', 'philosophyoflanguage')",axiomatic theories of truth,philosophy of language,-1,0
"('lawandlanguage', 'philosophyoflanguage')",law and language,philosophy of language,-1,2
"('argument', 'philosophyoflanguage')",argument,philosophy of language,-1,3
"('philosophyoflanguage', 'privatelanguageargument')",private language argument,philosophy of language,-1,0
"('philosophyoflanguage', 'revisiontheoryoftruth')",revision theory of truth,philosophy of language,-1,0
"('languageofthoughthypothesis', 'philosophyoflanguage')",language of thought hypothesis,philosophy of language,-1,0
"('philosophyoflanguage', 'propositionalconsequencerelationsandalgebraiclogic')",propositional consequence relations and algebraic logic,philosophy of language,-1,3
"('compositionality', 'philosophyoflanguage')",compositionality,philosophy of language,-1,0
"('modeltheory', 'philosophyoflanguage')",model theory,philosophy of language,-1,3
"('logicalform', 'philosophyoflanguage')",logical form,philosophy of language,-1,0
"('firstordermodeltheory', 'philosophyoflanguage')",first-order model theory,philosophy of language,-1,2
"('meaning', 'philosophyoflanguage')",meaning,philosophy of language,-1,0
"('interpretation', 'philosophyoflanguage')",interpretation,philosophy of language,-1,0
"('philosophyoflanguage', 'sentence')",sentence,philosophy of language,-1,0
"('metaphysicsandlanguage', 'philosophyoflanguage')",metaphysics and language,philosophy of language,-1,2
"('compositionalityandlogicalform', 'philosophyoflanguage')",compositionality and logical form,philosophy of language,-1,0
"('philosophyoflanguage', 'syntax')",syntax,philosophy of language,-1,0
"('connectives', 'philosophyoflanguage')",connectives,philosophy of language,-1,0
"('languageandsociety', 'philosophyoflanguage')",language and society,philosophy of language,-1,2
"('modallogic', 'philosophyoflanguage')",modal logic,philosophy of language,-1,2
"('philosophyoflanguage', 'selfreference')",self-reference,philosophy of language,-1,0
"('philosophyoflanguage', 'quantifiersandquanitification')",quantifiers and quanitification,philosophy of language,-1,0
"('matter', 'philosophyoflanguage')",matter,philosophy of language,-1,3
"('animallanguage', 'philosophyoflanguage')",animal language,philosophy of language,-1,0
"('function', 'philosophyoflanguage')",function,philosophy of language,-1,0
"('negation', 'philosophyoflanguage')",negation,philosophy of language,-1,0
"('philosophyoflanguage', 'philosophyofmind')",philosophy of mind,philosophy of language,-1,2
"('functionandteleology', 'philosophyoflanguage')",function and teleology,philosophy of language,-1,3
"('philosophyoflanguage', 'wittgensteinsaesthetics')",wittgenstein's aesthetics,philosophy of language,-1,3
"('logicaltruth', 'philosophyoflanguage')",logical truth,philosophy of language,-1,0
"('philosophiesoftheparticularsciences', 'philosophyoflanguage')",philosophies of the particular sciences,philosophy of language,-1,2
"('disjunction', 'philosophyoflanguage')",disjunction,philosophy of language,-1,0
"('philosophyofcomputerscience', 'philosophyoflanguage')",philosophy of computer science,philosophy of language,-1,2
"('animalcognition', 'philosophyoflanguage')",animal cognition,philosophy of language,-1,2
"('mentalese', 'philosophyoflanguage')",mentalese,philosophy of language,-1,0
"('philosophyoflanguage', 'philosophyofpsychology')",philosophy of psychology,philosophy of language,-1,2
"('natureoflanguage', 'philosophyoflanguage')",nature of language,philosophy of language,-1,0
"('philosophyoflanguage', 'psychiatry')",psychiatry,philosophy of language,-1,1
"('philosophyoflanguage', 'secondorderandhigherorderlogic')",second-order and higher-order logic,philosophy of language,-1,0
"('medievalsemiotics', 'philosophyoflanguage')",medieval semiotics,philosophy of language,-1,0
"('philosophyoflanguage', 'philosophyofphysics')",philosophy of physics,philosophy of language,-1,2
"('philosophyoflanguage', 'religiouslanguage')",religious language,philosophy of language,-1,0
"('philosophyoflanguage', 'reference')",reference,philosophy of language,-1,0
"('logicalconstant', 'philosophyoflanguage')",logical constant,philosophy of language,-1,0
"('philosophyoflanguage', 'propernames')",proper names,philosophy of language,-1,0
"('confirmationandinduction', 'philosophyoflanguage')",confirmation and induction,philosophy of language,-1,0
"('philosophyoflanguage', 'settheory')",set theory,philosophy of language,-1,2
"('philosophyoflanguage', 'prooftheory')",proof theory,philosophy of language,-1,2
"('ideas', 'philosophyoflanguage')",ideas,philosophy of language,-1,1
"('knowledgeandskepticism', 'philosophyoflanguage')",knowledge and skepticism,philosophy of language,-1,2
"('medievaltheoriesofthecategories', 'philosophyoflanguage')",medieval theories of the categories,philosophy of language,-1,2
"('goodmansaesthetics', 'philosophyoflanguage')",goodman's aesthetics,philosophy of language,-1,3
"('logicandontology', 'philosophyoflanguage')",logic and ontology,philosophy of language,-1,2
"('induction', 'philosophyoflanguage')",induction,philosophy of language,-1,3
"('denotation', 'philosophyoflanguage')",denotation,philosophy of language,-1,0
"('logicandartificialintelligence', 'philosophyoflanguage')",logic and artificial intelligence,philosophy of language,-1,2
"('combininglogics', 'philosophyoflanguage')",combining logics,philosophy of language,-1,2
"('philosophyoflanguage', 'pluralquantification')",plural quantification,philosophy of language,-1,0
"('analysis', 'philosophyoflanguage')",analysis,philosophy of language,-1,3
"('manyvaluedlogic', 'philosophyoflanguage')",many-valued logic,philosophy of language,-1,0
"('knowledge', 'philosophyoflanguage')",knowledge,philosophy of language,-1,1
"('philosophyoflanguage', 'philosophyofscience')",philosophy of science,philosophy of language,-1,2
"('liarparadox', 'philosophyoflanguage')",liar paradox,philosophy of language,-1,0
"('philosophyoflanguage', 'propositionalattitude')",propositional attitude,philosophy of language,-1,0
"('philosophyoflanguage', 'semantictheories')",semantic theories,philosophy of language,-1,0
"('philosophyoflanguage', 'referenceanddenotation')",reference and denotation,philosophy of language,-1,0
"('philosophyoflanguage', 'philosophyofperception')",philosophy of perception,philosophy of language,-1,3
"('generalizedquantifiers', 'philosophyoflanguage')",generalized quantifiers,philosophy of language,-1,0
"('philosophyoflanguage', 'value')",value,philosophy of language,-1,3
"('ordinarylanguagephilosophy', 'philosophyoflanguage')",ordinary language philosophy,philosophy of language,-1,0
"('bilingualism', 'philosophyoflanguage')",bilingualism,philosophy of language,-1,0
"('philosophyoflanguage', 'predicationandinstantiation')",predication and instantiation,philosophy of language,-1,0
"('cognitivescience', 'philosophyoflanguage')",cognitive science,philosophy of language,-1,1
"('perception', 'philosophyoflanguage')",perception,philosophy of language,-1,3
"('philosophyoflanguage', 'theoryoftruth')",theory of truth,philosophy of language,-1,2
"('actualism', 'philosophyoflanguage')",actualism,philosophy of language,-1,0
"('philosophyofart', 'philosophyoflanguage')",philosophy of art,philosophy of language,-1,2
"('logicofconditionals', 'philosophyoflanguage')",logic of conditionals,philosophy of language,-1,0
"('modelsandidealization', 'philosophyoflanguage')",models and idealization,philosophy of language,-1,2
"('nativism', 'philosophyoflanguage')",nativism,philosophy of language,-1,0
"('names', 'philosophyoflanguage')",names,philosophy of language,-1,0
"('philosophyoflanguage', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of language,-1,2
"('philosophyoflanguage', 'possibleworlds')",possible worlds,philosophy of language,-1,0
"('philosophyoflanguage', 'time')",time,philosophy of language,-1,3
"('philosophyoflanguage', 'realismandantirealism')",realism and anti-realism,philosophy of language,-1,0
"('philosophyoflanguage', 'realismandantirealism')",realism and anti-realism,philosophy of language,-1,0
"('philosophyoflanguage', 'probabilityandstatistics')",probability and statistics,philosophy of language,-1,1
"('mathematicallogic', 'philosophyoflanguage')",mathematical logic,philosophy of language,-1,2
"('life', 'philosophyoflanguage')",life,philosophy of language,-1,1
"('scientificrealism', 'scientifictheory')",scientific realism,scientific theory,4,0
"('probabilityandstatistics', 'scientifictheory')",probability and statistics,scientific theory,4,0
"('probability', 'scientifictheory')",probability,scientific theory,4,2
"('folkpsychology', 'scientifictheory')",folk psychology,scientific theory,4,2
"('philosophyofmathematics', 'scientifictheory')",philosophy of mathematics,scientific theory,-1,0
"('scientificexplanation', 'scientifictheory')",scientific explanation,scientific theory,4,2
"('observation', 'scientifictheory')",observation,scientific theory,4,1
"('epistemology', 'socialepistemology')",social epistemology,epistemology,4,0
"('epistemology', 'feministsocialepistemology')",feminist social epistemology,epistemology,4,0
"('epistemology', 'virtueepistemology')",virtue epistemology,epistemology,4,0
"('epistemology', 'naturalizedepistemology')",naturalized epistemology,epistemology,4,0
"('coherentism', 'epistemology')",coherentism,epistemology,4,0
"('epistemology', 'moralepistemology')",moral epistemology,epistemology,4,0
"('epistemology', 'epistemologyofscience')",epistemology of science,epistemology,4,0
"('epistemology', 'epistemologyofreligion')",epistemology of religion,epistemology,4,0
"('epistemology', 'evolutionaryepistemology')",evolutionary epistemology,epistemology,4,0
"('philosophyofreligion', 'religiousdiversity')",religious diversity,philosophy of religion,4,0
"('feministphilosophyofreligion', 'philosophyofreligion')",feminist philosophy of religion,philosophy of religion,3,2
"('phenomenologyofreligion', 'philosophyofreligion')",phenomenology of religion,philosophy of religion,4,0
"('emotionsinthechristiantradition', 'philosophyofreligion')",emotions in the christian tradition,philosophy of religion,4,0
"('philosophyofreligion', 'religion')",religion,philosophy of religion,4,1
"('kantsphilosophyofreligion', 'philosophyofreligion')",kant's philosophy of religion,philosophy of religion,4,0
"('philosophyofreligion', 'religiousexperience')",religious experience,philosophy of religion,4,0
"('humeonreligion', 'philosophyofreligion')",hume on religion,philosophy of religion,4,0
"('epistemologyofreligion', 'philosophyofreligion')",epistemology of religion,philosophy of religion,4,0
"('life', 'philosophyofreligion')",life,philosophy of religion,4,1
"('philosophyofreligion', 'religionandscience')",religion and science,philosophy of religion,4,0
"('philosophyofreligion', 'religionandmorality')",religion and morality,philosophy of religion,4,0
"('philosophyofreligion', 'scienceandreligion')",science and religion,philosophy of religion,4,0
"('definitionofmorality', 'philosophyofreligion')",definition of morality,philosophy of religion,4,0
"('pantheism', 'philosophyofreligion')",pantheism,philosophy of religion,4,0
"('lockespoliticalphilosophy', 'philosophyofreligion')",locke's political philosophy,philosophy of religion,2,2
"('philosophyofreligion', 'religionandpolitics')",religion and politics,philosophy of religion,4,0
"('philosophyofreligion', 'toleration')",toleration,philosophy of religion,4,0
"('judaism', 'philosophyofreligion')",judaism,philosophy of religion,4,0
"('belief', 'philosophyofreligion')",belief,philosophy of religion,4,0
"('philosophyofreligion', 'taoism')",taoism,philosophy of religion,4,0
"('hinduism', 'philosophyofreligion')",hinduism,philosophy of religion,4,0
"('conceptsofgod', 'philosophyofreligion')",concepts of god,philosophy of religion,4,0
"('feministphilosophy', 'philosophyofreligion')",feminist philosophy,philosophy of religion,3,2
"('philosophyofreligion', 'pragmaticargumentsandbeliefingod')",pragmatic arguments and belief in god,philosophy of religion,4,0
"('philosophyofreligion', 'secularism')",secularism,philosophy of religion,4,0
"('philosophyofreligion', 'theism')",theism,philosophy of religion,4,0
"('divineattributes', 'philosophyofreligion')",divine attributes,philosophy of religion,4,0
"('hobbessmoralandpoliticalphilosophy', 'philosophyofreligion')",hobbes's moral and political philosophy,philosophy of religion,2,2
"('matter', 'philosophyofreligion')",matter,philosophy of religion,1,1
"('philosophyofreligion', 'secularhumanism')",secular humanism,philosophy of religion,1,0
"('mysticism', 'philosophyofreligion')",mysticism,philosophy of religion,4,0
"('philosophyofreligion', 'satanism')",satanism,philosophy of religion,3,0
"('argumentsfortheexistenceofgod', 'philosophyofreligion')",arguments for the existence of god,philosophy of religion,4,0
"('influenceofislamicthoughtonmaimonides', 'philosophyofreligion')",influence of islamic thought on maimonides,philosophy of religion,4,0
"('existenceofgod', 'philosophyofreligion')",existence of god,philosophy of religion,4,0
"('lebensphilosophie', 'philosophyofreligion')",lebensphilosophie,philosophy of religion,4,1
"('christiantheology', 'philosophyofreligion')",christian theology,philosophy of religion,4,0
"('philosophyofreligion', 'polytheism')",polytheism,philosophy of religion,4,0
"('miracles', 'philosophyofreligion')",miracles,philosophy of religion,4,0
"('medievalpoliticalphilosophy', 'philosophyofreligion')",medieval political philosophy,philosophy of religion,2,2
"('churchandstate', 'philosophyofreligion')",church and state,philosophy of religion,4,0
"('afterlife', 'philosophyofreligion')",afterlife,philosophy of religion,4,0
"('lawandmorality', 'philosophyofreligion')",law and morality,philosophy of religion,4,0
"('ethnocentrism', 'philosophyofreligion')",ethnocentrism,philosophy of religion,4,1
"('indianphilosophy', 'philosophyofreligion')",indian philosophy,philosophy of religion,4,0
"('formsofgovernment', 'philosophyofreligion')",forms of government,philosophy of religion,2,2
"('languageandsociety', 'philosophyofreligion')",language and society,philosophy of religion,2,2
"('culture', 'philosophyofreligion')",culture,philosophy of religion,4,1
"('philosophyofreligion', 'publicreason')",public reason,philosophy of religion,4,2
"('naturallawtradition', 'philosophyofreligion')",natural law tradition,philosophy of religion,2,1
"('philosophyofreligion', 'pietism')",pietism,philosophy of religion,4,0
"('atheism', 'philosophyofreligion')",atheism,philosophy of religion,4,0
"('philosophyofreligion', 'transcendentalism')",transcendentalism,philosophy of religion,4,0
"('pacifism', 'philosophyofreligion')",pacifism,philosophy of religion,2,1
"('daoism', 'philosophyofreligion')",daoism,philosophy of religion,4,0
"('philosophyofreligion', 'politicalauthority')",political authority,philosophy of religion,4,0
"('naturaltheology', 'philosophyofreligion')",natural theology,philosophy of religion,4,0
"('hobbessmoralandpoliticalphilosophy', 'religionandpolitics')",hobbes's moral and political philosophy,religion and politics,4,0
"('religionandpolitics', 'secularism')",secularism,religion and politics,4,0
"('divineprovidence', 'religionandpolitics')",divine providence,religion and politics,4,0
"('lutheranism', 'religionandpolitics')",lutheranism,religion and politics,0,-1
"('kantsphilosophyofreligion', 'religionandpolitics')",kant's philosophy of religion,religion and politics,3,0
"('polytheism', 'religionandpolitics')",polytheism,religion and politics,0,-1
"('religionandpolitics', 'revelation')",revelation,religion and politics,0,-1
"('influenceofislamicthoughtonmaimonides', 'religionandpolitics')",influence of islamic thought on maimonides,religion and politics,4,0
"('politicalauthority', 'religionandpolitics')",political authority,religion and politics,4,0
"('politicalobligation', 'religionandpolitics')",political obligation,religion and politics,4,0
"('naturallawtheories', 'religionandpolitics')",natural law theories,religion and politics,4,0
"('divinelaw', 'religionandpolitics')",divine law,religion and politics,4,0
"('homosexuality', 'religionandpolitics')",homosexuality,religion and politics,0,-1
"('faithandreason', 'religionandpolitics')",faith and reason,religion and politics,0,-1
"('problemofevil', 'religionandpolitics')",problem of evil,religion and politics,0,-1
"('equalityofopportunity', 'religionandpolitics')",equality of opportunity,religion and politics,0,-1
"('politicallegitimacy', 'religionandpolitics')",political legitimacy,religion and politics,4,0
"('ontologicalargument', 'religionandpolitics')",ontological argument,religion and politics,0,-1
"('anarchism', 'religionandpolitics')",anarchism,religion and politics,4,0
"('germanphilosophy', 'religionandpolitics')",german philosophy,religion and politics,-1,1
"('catholicism', 'religionandpolitics')",catholicism,religion and politics,-1,1
"('eternityoftheworld', 'religionandpolitics')",eternity of the world,religion and politics,-1,1
"('divineillumination', 'religionandpolitics')",divine illumination,religion and politics,3,0
"('religionandpolitics', 'toleration')",toleration,religion and politics,4,0
"('religionandpolitics', 'sovereignty')",sovereignty,religion and politics,4,0
"('bioethics', 'feministbioethics')",feminist bioethics,bioethics,4,0
"('bioethics', 'cloning')",cloning,bioethics,4,0
"('bioethics', 'biomedicalethics')",biomedical ethics,bioethics,4,2
"('bioethics', 'personalidentityandethics')",personal identity and ethics,bioethics,2,1
"('bioethics', 'businessethics')",business ethics,bioethics,2,2
"('appliedethics', 'bioethics')",applied ethics,bioethics,4,1
"('bioethics', 'personalautonomy')",personal autonomy,bioethics,4,0
"('bioethics', 'feministethics')",feminist ethics,bioethics,2,1
"('bioethics', 'doctrineofdoubleeffect')",doctrine of double effect,bioethics,4,0
"('bioethics', 'culturalrelativism')",cultural relativism,bioethics,1,1
"('appliedethics', 'environmentalethics')",environmental ethics,applied ethics,4,0
"('malebranchestheoryofideasandvisioningod', 'philosophyofmind')",malebranche's theory of ideas and vision in god,philosophy of mind,3,-1
"('kantsviewofthemindandconsciousnessofself', 'philosophyofmind')",kant's view of the mind and consciousness of self,philosophy of mind,3,-1
"('medievalproblemofuniversals', 'philosophyofmind')",medieval problem of universals,philosophy of mind,0,-1
"('otherminds', 'philosophyofmind')",other minds,philosophy of mind,4,-1
"('consciousnessandintentionality', 'philosophyofmind')",consciousness and intentionality,philosophy of mind,4,-1
"('neutralmonism', 'philosophyofmind')",neutral monism,philosophy of mind,3,-1
"('18thcenturybritishaesthetics', 'philosophyofmind')",18th century british aesthetics,philosophy of mind,0,-1
"('leibnizsphilosophyofmind', 'philosophyofmind')",leibniz's philosophy of mind,philosophy of mind,2,-1
"('chineseroomargument', 'philosophyofmind')",chinese room argument,philosophy of mind,4,-1
"('mind', 'philosophyofmind')",mind,philosophy of mind,4,-1
"('aristotlespsychology', 'philosophyofmind')",aristotle's psychology,philosophy of mind,2,0
"('panpsychism', 'philosophyofmind')",panpsychism,philosophy of mind,3,0
"('continentalrationalism', 'philosophyofmind')",continental rationalism,philosophy of mind,2,0
"('descartesepistemology', 'philosophyofmind')",descartes' epistemology,philosophy of mind,1,0
"('animalcognition', 'philosophyofmind')",animal cognition,philosophy of mind,4,0
"('japanesezenbuddhistphilosophy', 'philosophyofmind')",japanese zen buddhist philosophy,philosophy of mind,2,0
"('mentalrepresentationinmedievalphilosophy', 'philosophyofmind')",mental representation in medieval philosophy,philosophy of mind,2,0
"('computationaltheoryofmind', 'philosophyofmind')",computational theory of mind,philosophy of mind,4,0
"('folkpsychologyasatheory', 'philosophyofmind')",folk psychology as a theory,philosophy of mind,4,0
"('matter', 'philosophyofmind')",matter,philosophy of mind,2,1
"('cognitivescience', 'philosophyofmind')",cognitive science,philosophy of mind,4,0
"('philosophiesoftheparticularsciences', 'philosophyofmind')",philosophies of the particular sciences,philosophy of mind,3,0
"('japaneseconfucianphilosophy', 'philosophyofmind')",japanese confucian philosophy,philosophy of mind,1,0
"('animalconsciousness', 'philosophyofmind')",animal consciousness,philosophy of mind,4,0
"('mentalimagery', 'philosophyofmind')",mental imagery,philosophy of mind,4,0
"('folkpsychology', 'philosophyofmind')",folk psychology,philosophy of mind,4,0
"('philosophyofmind', 'philosophyofpsychology')",philosophy of psychology,philosophy of mind,4,0
"('controversiessurroundinginnateness', 'philosophyofmind')",controversies surrounding innateness,philosophy of mind,4,1
"('philosophyofmind', 'psychiatry')",psychiatry,philosophy of mind,4,1
"('ideas', 'philosophyofmind')",ideas,philosophy of mind,4,1
"('mentalcausation', 'philosophyofmind')",mental causation,philosophy of mind,4,0
"('mentalrepresentation', 'philosophyofmind')",mental representation,philosophy of mind,4,0
"('philosophyofmind', 'teleologicalargumentsforgodsexistence')",teleological arguments for god's existence,philosophy of mind,1,3
"('epistemologicalproblemsofmemory', 'philosophyofmind')",epistemological problems of memory,philosophy of mind,3,0
"('philosophyofmathematics', 'philosophyofmind')",philosophy of mathematics,philosophy of mind,1,2
"('ancienttheoriesofsoul', 'philosophyofmind')",ancient theories of soul,philosophy of mind,1,0
"('eliminativematerialism', 'philosophyofmind')",eliminative materialism,philosophy of mind,4,0
"('metaphysicsofmind', 'philosophyofmind')",metaphysics of mind,philosophy of mind,4,0
"('philosophyofmind', 'probabilityandstatistics')",probability and statistics,philosophy of mind,2,1
"('body', 'philosophyofmind')",body,philosophy of mind,4,1
"('cartesiandualism', 'philosophyofmind')",cartesian dualism,philosophy of mind,4,0
"('internalismandexternalism', 'philosophyofmind')",internalism and externalism,philosophy of mind,4,1
"('internalismandexternalism', 'philosophyofmind')",internalism and externalism,philosophy of mind,4,1
"('modularityofmind', 'philosophyofmind')",modularity of mind,philosophy of mind,4,0
"('20thcenturycontinentalphilosophy', 'philosophyofmind')",20th century continental philosophy,philosophy of mind,2,3
"('philosophyofmind', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mind,4,1
"('dualism', 'philosophyofmind')",dualism,philosophy of mind,4,0
"('externalism', 'philosophyofmind')",externalism,philosophy of mind,4,1
"('originofaesthetic', 'philosophyofmind')",origin of aesthetic,philosophy of mind,1,0
"('philosophyofmind', 'philosophyofperception')",philosophy of perception,philosophy of mind,4,2
"('perception', 'philosophyofmind')",perception,philosophy of mind,4,0
"('evolutionarypsychology', 'philosophyofmind')",evolutionary psychology,philosophy of mind,4,0
"('abstractobject', 'philosophyofmind')",abstract object,philosophy of mind,1,1
"('occasionalism', 'philosophyofmind')",occasionalism,philosophy of mind,4,0
"('philosophyofmind', 'thetheorytheory')",the theory theory,philosophy of mind,4,0
"('aspectsofmind', 'philosophyofmind')",aspects of mind,philosophy of mind,3,3
"('induction', 'philosophyofmind')",induction,philosophy of mind,3,1
"('philosophyofmind', 'selfconsciousness')",self-consciousness,philosophy of mind,4,0
"('change', 'philosophyofmind')",change,philosophy of mind,2,1
"('modularity', 'philosophyofmind')",modularity,philosophy of mind,4,0
"('philosophyofcomputerscience', 'philosophyofmind')",philosophy of computer science,philosophy of mind,4,2
"('philosophyofmind', 'propernames')",proper names,philosophy of mind,3,0
"('confirmationandinduction', 'philosophyofmind')",confirmation and induction,philosophy of mind,2,1
"('philosophyofmind', 'probability')",probability,philosophy of mind,2,1
"('everettsrelativestateformulationofquantummechanics', 'philosophyofmind')",everett's relative-state formulation of quantum mechanics,philosophy of mind,1,0
"('philosophyofmind', 'realismandantirealism')",realism and anti-realism,philosophy of mind,2,1
"('philosophyofmind', 'sensedata')",sense-data,philosophy of mind,3,1
"('intentionality', 'philosophyofmind')",intentionality,philosophy of mind,4,0
"('existence', 'philosophyofmind')",existence,philosophy of mind,4,1
"('philosophyofmind', 'realismandantirealism')",realism and anti-realism,philosophy of mind,4,1
"('philosophyofchemistry', 'philosophyofmind')",philosophy of chemistry,philosophy of mind,1,2
"('logicandlanguage', 'philosophyofmind')",logic and language,philosophy of mind,1,3
"('philosophyofmind', 'simulationtheory')",simulation theory,philosophy of mind,4,0
"('philosophyofbiology', 'philosophyofmind')",philosophy of biology,philosophy of mind,3,2
"('philosophyofmind', 'propositionalattitude')",propositional attitude,philosophy of mind,4,0
"('mathematicallogic', 'philosophyofmind')",mathematical logic,philosophy of mind,1,3
"('philosophyofmind', 'unityofconsciousness')",unity of consciousness,philosophy of mind,4,0
"('motionandtime', 'philosophyofmind')",motion and time,philosophy of mind,2,1
"('monism', 'philosophyofmind')",monism,philosophy of mind,4,1
"('philosophyofmind', 'realism')",realism,philosophy of mind,4,1
"('consciousnessandpsychology', 'philosophyofmind')",consciousness and psychology,philosophy of mind,4,0
"('internalism', 'philosophyofmind')",internalism,philosophy of mind,4,1
"('philosophyofart', 'philosophyofmind')",philosophy of art,philosophy of mind,1,2
"('identitytheoryofmind', 'philosophyofmind')",identity theory of mind,philosophy of mind,4,0
"('philosophyofmind', 'syntacticanalysis')",syntactic analysis,philosophy of mind,3,0
"('medievaltheoriesofthecategories', 'philosophyofmind')",medieval theories of the categories,philosophy of mind,1,0
"('metaphysicsandlanguage', 'philosophyofmind')",metaphysics and language,philosophy of mind,4,1
"('philosophyofmind', 'virtuesandvices')",virtues and vices,philosophy of mind,1,2
"('philosophyofmind', 'sensedata')",sense data,philosophy of mind,4,1
"('philosophyofmind', 'problemofperception')",problem of perception,philosophy of mind,4,1
"('ancientphilosophyaristotle', 'philosophyofmind')",ancient philosophy (aristotle),philosophy of mind,1,1
"('computationandrepresentation', 'philosophyofmind')",computation and representation,philosophy of mind,4,0
"('epistemologicalproblemsofperception', 'philosophyofmind')",epistemological problems of perception,philosophy of mind,4,0
"('nonhumananimals', 'philosophyofmind')",nonhuman animals,philosophy of mind,2,3
"('imagery', 'philosophyofmind')",imagery,philosophy of mind,4,0
"('inherence', 'philosophyofmind')",inherence,philosophy of mind,0,-1
"('existenceofgod', 'philosophyofmind')",existence of god,philosophy of mind,1,1
"('concepts', 'philosophyofmind')",concepts,philosophy of mind,4,0
"('mathematicallogic', 'philosophyofmind')",mathematical logic,philosophy of mind,1,3
"('epistemology', 'socialepistemology')",social epistemology,epistemology,4,0
"('epistemology', 'feministsocialepistemology')",feminist social epistemology,epistemology,4,0
"('epistemology', 'virtueepistemology')",virtue epistemology,epistemology,4,0
"('epistemology', 'naturalizedepistemology')",naturalized epistemology,epistemology,4,0
"('coherentism', 'epistemology')",coherentism,epistemology,3,0
"('epistemology', 'moralepistemology')",moral epistemology,epistemology,4,0
"('epistemology', 'epistemologyofscience')",epistemology of science,epistemology,4,0
"('epistemology', 'evolutionaryepistemology')",evolutionary epistemology,epistemology,4,0
"('epistemology', 'epistemologyofreligion')",epistemology of religion,epistemology,4,0
"('epistemology', 'matter')",matter,epistemology,0,-1
"('epistemology', 'knowledgeandskepticism')",knowledge and skepticism,epistemology,3,3
"('epistemology', 'feministepistemologyandphilosophyofscience')",feminist epistemology and philosophy of science,epistemology,2,1
"('epistemology', 'knowledge')",knowledge,epistemology,4,1
"('epistemology', 'foundationalism')",foundationalism,epistemology,4,0
"('epistemology', 'formalepistemology')",formal epistemology,epistemology,4,0
"('analyticfeminism', 'epistemology')",analytic feminism,epistemology,1,1
"('epistemology', 'perceptualexperience')",perceptual experience,epistemology,3,1
"('epistemology', 'reliabilism')",reliabilism,epistemology,4,0
"('epistemologicalproblemsofperception', 'epistemology')",epistemological problems of perception,epistemology,4,0
"('epistemology', 'virtuesandvices')",virtues and vices,epistemology,1,1
"('epistemologicalproblemsoftestimony', 'epistemology')",epistemological problems of testimony,epistemology,3,0
"('epistemology', 'philosophyofscience')",philosophy of science,epistemology,3,2
"('epistemology', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,epistemology,1,0
"('epistemology', 'valueofknowledge')",value of knowledge,epistemology,2,0
"('epistemology', 'philosophyofpsychology')",philosophy of psychology,epistemology,3,0
"('epistemology', 'psychiatry')",psychiatry,epistemology,1,3
"('epistemology', 'philosophyofmathematics')",philosophy of mathematics,epistemology,1,0
"('epistemology', 'moralepistemologyandmoralreasoning')",moral epistemology and moral reasoning,epistemology,2,0
"('epistemology', 'interpretation')",interpretation,epistemology,1,1
"('philosophyofscienceandthesciences', 'probabilityandstatistics')",probability and statistics,philosophy of science and the sciences,2,1
