key,ideaA,ideaB,num_levels,levels,has_amateur,has_course_taker,has_phd_student,has_expert
"('metaphysics', 'philosophyofmathematics')",philosophy of mathematics,metaphysics,2,"phd_student, expert",False,False,True,True
"('epistemology', 'epistemologyofreligion')",epistemology of religion,epistemology,2,"phd_student, expert",False,False,True,True
"('ancientphilosophyaristotle', 'metaphysics')",ancient philosophy (aristotle),metaphysics,2,"phd_student, expert",False,False,True,True
"('philosophyofchemistry', 'philosophyofmind')",philosophy of chemistry,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('abstractobject', 'philosophyofmind')",abstract object,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('japanesephilosophy', 'japanesezenbuddhistphilosophy')",japanese zen buddhist philosophy,japanese philosophy,2,"amateur, phd_student",True,False,True,False
"('perception', 'philosophyofpsychology')",philosophy of psychology,perception,2,"phd_student, expert",False,False,True,True
"('epistemology', 'feministphilosophy')",feminist philosophy,epistemology,2,"phd_student, expert",False,False,True,True
"('aristotleoncausality', 'metaphysics')",aristotle on causality,metaphysics,2,"phd_student, expert",False,False,True,True
"('historyoflogic', 'inductivelogic')",inductive logic,history of logic,2,"amateur, phd_student",True,False,True,False
"('philosophyofmind', 'psychiatry')",psychiatry,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('epistemologicalproblemsofmemory', 'philosophyofmind')",epistemological problems of memory,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('medievalpoliticalphilosophy', 'philosophyofreligion')",medieval political philosophy,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('lawandlanguage', 'philosophyoflanguage')",law and language,philosophy of language,2,"phd_student, expert",False,False,True,True
"('perception', 'problemofperception')",problem of perception,perception,2,"phd_student, expert",False,False,True,True
"('philosophyofbiology', 'philosophyofmind')",philosophy of biology,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('metaphysics', 'scottishphilosophyinthe19thcentury')",scottish philosophy in the 19th century,metaphysics,2,"phd_student, expert",False,False,True,True
"('metaphysics', 'socialandpoliticalphilosophy')",social and political philosophy,metaphysics,2,"phd_student, expert",False,False,True,True
"('continentalphilosophy', 'intersectionsbetweenpragmatistandcontinentalfeminism')",intersections between pragmatist and continental feminism,continental philosophy,2,"phd_student, expert",False,False,True,True
"('ethics', 'virtuesandvices')",ethics,virtues and vices,2,"course_taker, phd_student",False,True,True,False
"('mathematicallogic', 'philosophyofmind')",mathematical logic,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('eternityinchristianthought', 'metaphysics')",Eternity in Christian Thought,metaphysics,2,"phd_student, expert",False,False,True,True
"('historyoflogic', 'logicandgames')",logic and games,history of logic,2,"amateur, phd_student",True,False,True,False
"('philosophyofmind', 'realismandantirealism')",realism and anti-realism,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('falsificationism', 'scientificmethodology')",falsificationism,scientific methodology,2,"amateur, phd_student",True,False,True,False
"('perception', 'psychologicalrelation')",psychological relation,perception,2,"phd_student, expert",False,False,True,True
"('philosophyofscienceandthesciences', 'probability')",probability,philosophy of science and the sciences,2,"phd_student, expert",False,False,True,True
"('ethics', 'socialcontract')",social contract,ethics,2,"phd_student, expert",False,False,True,True
"('epistemology', 'philosophyofbiology')",philosophy of biology,epistemology,2,"phd_student, expert",False,False,True,True
"('identityofindiscernibles', 'metaphysics')",identity of indiscernibles,metaphysics,2,"phd_student, expert",False,False,True,True
"('backwardcausation', 'causation')",backward causation,causation,2,"phd_student, expert",False,False,True,True
"('aestheticsandphilosophyofart', 'philosophyofcomposition')",aesthetics and philosophy of art,philosophy of composition,2,"course_taker, phd_student",False,True,True,False
"('epistemology', 'scientificmethodology')",scientific methodology,epistemology,2,"phd_student, expert",False,False,True,True
"('animalcognition', 'cognitivescience')",animal cognition,cognitive science,2,"phd_student, expert",False,False,True,True
"('argumentsfortheexistenceofgod', 'philosophyofreligion')",arguments for the existence of god,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('identityandindividualityinquantumtheory', 'metaphysics')",identity and individuality in quantum theory,metaphysics,2,"phd_student, expert",False,False,True,True
"('mentalstate', 'philosophyofmind')",mental state,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('philosophyofmathematics', 'philosophyofscience')",philosophy of mathematics,philosophy of science,2,"phd_student, expert",False,False,True,True
"('monotheism', 'philosophyofreligion')",monotheism,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('logicandlanguage', 'philosophyofmind')",logic and language,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('chineseroomargument', 'philosophyofmind')",chinese room argument,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('neutralmonism', 'philosophyofmind')",neutral monism,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('consciousness', 'phenomenologicalapproachestoselfconsciousness')",phenomenological approaches to self-consciousness,consciousness,2,"phd_student, expert",False,False,True,True
"('omniscience', 'philosophyofreligion')",omniscience,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('epistemeandtechne', 'metaphysics')",episteme and techne,metaphysics,2,"phd_student, expert",False,False,True,True
"('aristotleandmathematics', 'philosophyofmathematics')",aristotle and mathematics,philosophy of mathematics,2,"course_taker, phd_student",False,True,True,False
"('logic', 'philosophyofcomputerscience')",philosophy of computer science,logic,2,"course_taker, phd_student",False,True,True,False
"('thinkingmachine', 'turingtest')",thinking machine,turing test,2,"course_taker, phd_student",False,True,True,False
"('mentalrepresentationinmedievalphilosophy', 'philosophyofmind')",mental representation in medieval philosophy,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('epistemology', 'philosophyofnature')",philosophy of nature,epistemology,2,"phd_student, expert",False,False,True,True
"('philosophyofreligion', 'religionandmorality')",religion and morality,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('philosophyoflanguage', 'privatelanguage')",private language,philosophy of language,2,"phd_student, expert",False,False,True,True
"('epistemology', 'indeterminism')",indeterminism,epistemology,2,"phd_student, expert",False,False,True,True
"('evolutionarypsychology', 'philosophyofreligion')",evolutionary psychology,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('philosophyofmind', 'philosophyofperception')",philosophy of perception,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('algebra', 'philosophyofmathematics')",philosophy of mathematics,algebra,2,"course_taker, phd_student",False,True,True,False
"('metaphysics', 'philosophyofbiology')",philosophy of biology,metaphysics,2,"phd_student, expert",False,False,True,True
"('afterlife', 'eternityoftheworld')",eternity of the world,afterlife,2,"phd_student, expert",False,False,True,True
"('artificialintelligence', 'modernhistoryofcomputing')",modern history of computing,artificial intelligence,2,"phd_student, expert",False,False,True,True
"('ambiguity', 'epistemology')",ambiguity,epistemology,2,"phd_student, expert",False,False,True,True
"('artificialintelligence', 'frameproblem')",frame problem,artificial intelligence,2,"phd_student, expert",False,False,True,True
"('consciousnessandcontent', 'perception')",consciousness and content,perception,2,"phd_student, expert",False,False,True,True
"('epistemology', 'interpretation')",interpretation,epistemology,2,"phd_student, expert",False,False,True,True
"('dualism', 'philosophyofmind')",dualism,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('cognitivescience', 'philosophiesoftheparticularsciences')",cognitive science,philosophies of the particular sciences,2,"phd_student, expert",False,False,True,True
"('animalcognition', 'perception')",animal cognition,perception,2,"phd_student, expert",False,False,True,True
"('epistemology', 'virtueepistemology')",virtue epistemology,epistemology,2,"phd_student, expert",False,False,True,True
"('mentalcontent', 'theoriesofmentalcontent')",theories of mental content,mental content,2,"phd_student, expert",False,False,True,True
"('mentalcontent', 'mentalimagery')",mental imagery,mental content,2,"phd_student, expert",False,False,True,True
"('continentalphilosophy', 'feminism')",feminism,continental philosophy,2,"phd_student, expert",False,False,True,True
"('epistemology', 'psychiatry')",psychiatry,epistemology,2,"phd_student, expert",False,False,True,True
"('africanandafricanamericanphilosophy', 'africansagephilosophy')",african sage philosophy,african and african-american philosophy,2,"course_taker, phd_student",False,True,True,False
"('molecularbiology', 'philosophyofbiology')",molecular biology,philosophy of biology,2,"phd_student, expert",False,False,True,True
"('churchturingthesis', 'function')",church-turing thesis,function,2,"phd_student, expert",False,False,True,True
"('analysis', 'metaphysics')",analysis,metaphysics,2,"phd_student, expert",False,False,True,True
"('philosophyoflanguage', 'syntax')",philosophy of language,syntax,2,"phd_student, expert",False,False,True,True
"('africanandafricanamericanphilosophy', 'race')",race,african and african-american philosophy,2,"course_taker, phd_student",False,True,True,False
"('cognitivescience', 'languagelearning')",language learning,cognitive science,2,"phd_student, expert",False,False,True,True
"('aspectsofconsciousness', 'unityofconsciousness')",unity of consciousness,aspects of consciousness,2,"phd_student, expert",False,False,True,True
"('epistemology', 'transworldidentity')",transworld identity,epistemology,2,"phd_student, expert",False,False,True,True
"('judaism', 'philosophyofreligion')",judaism,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('metaphysics', 'processtheism')",process theism,metaphysics,2,"phd_student, expert",False,False,True,True
"('metaphysics', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,metaphysics,2,"phd_student, expert",False,False,True,True
"('creationism', 'philosophyofreligion')",creationism,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('epistemology', 'historyofscience')",history of science,epistemology,2,"phd_student, expert",False,False,True,True
"('causation', 'counterfactualtheoriesofcausation')",counterfactual theories of causation,causation,2,"phd_student, expert",False,False,True,True
"('consciousnessandintentionality', 'philosophyofmind')",consciousness and intentionality,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('descartesepistemology', 'philosophyofmind')",descartes' epistemology,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('descartesmodalmetaphysics', 'philosophyofmind')",descartes' modal metaphysics,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('cognitivescience', 'explanation')",cognitive science,explanation,2,"course_taker, expert",False,True,False,True
"('philosophyofmind', 'probability')",probability,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('dadaism', 'perception')",dadaism,perception,2,"phd_student, expert",False,False,True,True
"('cognitivescience', 'computationaltheoryofmind')",computational theory of mind,cognitive science,2,"phd_student, expert",False,False,True,True
"('artificialintelligence', 'chineseroomargument')",chinese room argument,artificial intelligence,2,"phd_student, expert",False,False,True,True
"('daoism', 'philosophyofreligion')",daoism,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('epistemology', 'evolutionaryepistemology')",evolutionary epistemology,epistemology,2,"phd_student, expert",False,False,True,True
"('causationinthelaw', 'philosophyoflaw')",causation in the law,philosophy of law,2,"amateur, phd_student",True,False,True,False
"('philosophyofmind', 'problemofperception')",problem of perception,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('consciousnessandpsychology', 'philosophyofmind')",consciousness and psychology,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('body', 'perception')",body,perception,2,"phd_student, expert",False,False,True,True
"('metaphysics', 'singularpropositions')",singular propositions,metaphysics,2,"phd_student, expert",False,False,True,True
"('philosophyofmind', 'philosophyofphysics')",philosophy of physics,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('aposterioriknowledge', 'perception')",a posteriori knowledge,perception,2,"phd_student, expert",False,False,True,True
"('emotionsinthechristiantradition', 'philosophyofreligion')",emotions in the christian tradition,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('consciousnessandintentionality', 'intentionality')",consciousness and intentionality,intentionality,2,"phd_student, expert",False,False,True,True
"('perception', 'phenomenologicalapproachestoselfconsciousness')",phenomenological approaches to self-consciousness,perception,2,"phd_student, expert",False,False,True,True
"('antirealism', 'epistemology')",anti-realism,epistemology,2,"phd_student, expert",False,False,True,True
"('experienceandperceptionoftime', 'perception')",experience and perception of time,perception,2,"phd_student, expert",False,False,True,True
"('scientificmethodology', 'thescientificmethod')",the scientific method,scientific methodology,2,"amateur, phd_student",True,False,True,False
"('mentalcontent', 'nonconceptualmentalcontent')",nonconceptual mental content,mental content,2,"phd_student, expert",False,False,True,True
"('epistemology', 'philosophyofphysics')",philosophy of physics,epistemology,2,"phd_student, expert",False,False,True,True
"('metaphysics', 'peripatetic')",peripatetic,metaphysics,2,"phd_student, expert",False,False,True,True
"('expressionism', 'perception')",expressionism,perception,2,"phd_student, expert",False,False,True,True
"('philosophiesoftheparticularsciences', 'philosophyofmind')",philosophies of the particular sciences,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('africanamericanphilosophy', 'africanandafricanamericanphilosophy')",african american philosophy,african and african-american philosophy,2,"course_taker, phd_student",False,True,True,False
"('philosophyofmind', 'scottishphilosophyinthe19thcentury')",scottish philosophy in the 19th century,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('aristotleandmathematics', 'metaphysics')",aristotle and mathematics,metaphysics,2,"phd_student, expert",False,False,True,True
"('epistemology', 'logicandlanguage')",logic and language,epistemology,2,"phd_student, expert",False,False,True,True
"('idealism', 'modernism')",modernism,idealism,2,"course_taker, expert",False,True,False,True
"('epistemology', 'philosophyofchemistry')",philosophy of chemistry,epistemology,2,"phd_student, expert",False,False,True,True
"('africanandafricanamericanphilosophy', 'humanrights')",human rights,african and african-american philosophy,2,"course_taker, phd_student",False,True,True,False
"('logic', 'modallogic')",logic,modal logic,2,"course_taker, phd_student",False,True,True,False
"('epistemology', 'platoonutopia')",plato on utopia,epistemology,2,"phd_student, expert",False,False,True,True
"('introspection', 'perception')",introspection,perception,2,"phd_student, expert",False,False,True,True
"('philosophyofreligion', 'transcendentalism')",transcendentalism,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('connectionistmodel', 'perception')",connectionist model,perception,2,"phd_student, expert",False,False,True,True
"('philosophyofcomputerscience', 'philosophyoflanguage')",philosophy of computer science,philosophy of language,2,"course_taker, expert",False,True,False,True
"('atonement', 'philosophyofreligion')",atonement,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('cosmologicalargument', 'philosophyofreligion')",cosmological argument,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('epistemology', 'internalismandexternalism')",internalism and externalism,epistemology,2,"phd_student, expert",False,False,True,True
"('historyoflogic', 'informallogic')",informal logic,history of logic,2,"amateur, phd_student",True,False,True,False
"('metaphysics', 'socialphilosophyandpoliticalphilosophy')",social philosophy and political philosophy,metaphysics,2,"phd_student, expert",False,False,True,True
"('medievalpoliticalphilosophy', 'socialandpoliticalphilosophy')",medieval political philosophy,social and political philosophy,2,"phd_student, expert",False,False,True,True
"('determinatesvsdeterminables', 'historyoflogic')",determinates vs. determinables,history of logic,2,"amateur, phd_student",True,False,True,False
"('epistemology', 'optimism')",optimism,epistemology,2,"phd_student, expert",False,False,True,True
"('phenomenologyofreligion', 'philosophyofreligion')",phenomenology of religion,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('metaphysics', 'philosophyofspaceandtime')",philosophy of space and time,metaphysics,2,"phd_student, expert",False,False,True,True
"('epistemology', 'philosophyoflogic')",philosophy of logic,epistemology,2,"phd_student, expert",False,False,True,True
"('existence', 'perception')",existence,perception,2,"phd_student, expert",False,False,True,True
"('computationandrepresentation', 'perception')",computation and representation,perception,2,"phd_student, expert",False,False,True,True
"('ancientphilosophyaristotle', 'philosophyofmind')",ancient philosophy (aristotle),philosophy of mind,2,"phd_student, expert",False,False,True,True
"('philosophyofmind', 'virtuesandvices')",virtues and vices,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('epistemology', 'ideas')",ideas,epistemology,2,"phd_student, expert",False,False,True,True
"('identitytheoryoftruth', 'metaphysics')",identity theory of truth,metaphysics,2,"phd_student, expert",False,False,True,True
"('abstractobject', 'metaphysics')",abstract object,metaphysics,2,"phd_student, expert",False,False,True,True
"('internalism', 'philosophyofmind')",internalism,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('artificialintelligence', 'distributedrepresentation')",distributed representation,artificial intelligence,2,"phd_student, expert",False,False,True,True
"('consciousness', 'philosophyofmind')",consciousness,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('epistemology', 'inductivelogicanddecisiontheory')",inductive logic and decision theory,epistemology,2,"phd_student, expert",False,False,True,True
"('folkpsychology', 'inputunit')",input unit,folk psychology,2,"phd_student, expert",False,False,True,True
"('dualismandmetaphysicsofmind', 'philosophyofmind')",dualism and metaphysics of mind,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('philosophyofphysics', 'philosophyofscienceandthesciences')",philosophy of physics,philosophy of science and the sciences,2,"phd_student, expert",False,False,True,True
"('mentalimagery', 'perception')",mental imagery,perception,2,"phd_student, expert",False,False,True,True
"('afterlife', 'heavenandhell')",heaven and hell,afterlife,2,"phd_student, expert",False,False,True,True
"('divinerevelation', 'philosophyofreligion')",divine revelation,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('mind', 'philosophyofmind')",mind,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('folkpsychology', 'simulationtheory')",simulation theory,folk psychology,2,"phd_student, expert",False,False,True,True
"('existence', 'existentialism')",existentialism,existence,2,"course_taker, phd_student",False,True,True,False
"('interpretationsofprobability', 'philosophyofscienceandthesciences')",interpretations of probability,philosophy of science and the sciences,2,"phd_student, expert",False,False,True,True
"('deontology', 'ethics')",ethics,deontology,2,"amateur, phd_student",True,False,True,False
"('logic', 'logicandlanguage')",logic,logic and language,2,"course_taker, phd_student",False,True,True,False
"('constructivemathematics', 'philosophyofscienceandthesciences')",constructive mathematics,philosophy of science and the sciences,2,"phd_student, expert",False,False,True,True
"('philosophyofmind', 'unityofconsciousness')",unity of consciousness,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('otherminds', 'philosophyofmind')",other minds,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('perception', 'psychologicaltheory')",psychological theory,perception,2,"phd_student, expert",False,False,True,True
"('knowledgeargument', 'physicalism')",knowledge argument,physicalism,2,"phd_student, expert",False,False,True,True
"('epistemology', 'moralepistemology')",moral epistemology,epistemology,2,"phd_student, expert",False,False,True,True
"('epistemology', 'externalism')",externalism,epistemology,2,"phd_student, expert",False,False,True,True
"('epistemology', 'realismandantirealism')",realism and anti-realism,epistemology,2,"phd_student, expert",False,False,True,True
"('object', 'perception')",object,perception,2,"phd_student, expert",False,False,True,True
"('artificialintelligence', 'logicandlanguage')",logic and language,artificial intelligence,2,"phd_student, expert",False,False,True,True
"('animalcognition', 'folkpsychology')",animal cognition,folk psychology,2,"phd_student, expert",False,False,True,True
"('metaphysics', 'sophists')",sophists,metaphysics,2,"phd_student, expert",False,False,True,True
"('fideism', 'philosophyofreligion')",fideism,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('logicandlanguage', 'philosophyoflanguage')",logic and language,philosophy of language,2,"phd_student, expert",False,False,True,True
"('determinism', 'freewill')",determinism,free will,2,"phd_student, expert",False,False,True,True
"('kantsphilosophyofreligion', 'metaphysics')",kant's philosophy of religion,metaphysics,2,"phd_student, expert",False,False,True,True
"('causaltheoriesofmentalcontent', 'mentalcontent')",causal theories of mental content,mental content,2,"phd_student, expert",False,False,True,True
"('bioethics', 'culturalrelativism')",cultural relativism,bioethics,2,"phd_student, expert",False,False,True,True
"('judaicphilosophy', 'judaism')",judaic philosophy,judaism,2,"course_taker, phd_student",False,True,True,False
"('epistemologicalproblemsofperception', 'philosophyofmind')",epistemological problems of perception,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('epistemologicalproblemsofperception', 'perception')",epistemological problems of perception,perception,2,"phd_student, expert",False,False,True,True
"('kantsphilosophicaldevelopment', 'metaphysics')",kant's philosophical development,metaphysics,2,"phd_student, expert",False,False,True,True
"('abstractexpressionism', 'perception')",abstract expressionism,perception,2,"phd_student, expert",False,False,True,True
"('mentalcontent', 'narrowmentalcontent')",narrow mental content,mental content,2,"phd_student, expert",False,False,True,True
"('epistemology', 'perception')",perception,epistemology,2,"phd_student, expert",False,False,True,True
"('causaltheoriesofmentalcontent', 'theoriesofmentalcontent')",theories of mental content,causal theories of mental content,2,"course_taker, phd_student",False,True,True,False
"('philosophyofmind', 'sensedata')",sense-data,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('belief', 'epistemology')",belief,epistemology,2,"phd_student, expert",False,False,True,True
"('feministphilosophyoflanguage', 'philosophyoflanguage')",feminist philosophy of language,philosophy of language,2,"phd_student, expert",False,False,True,True
"('divinelaw', 'philosophyofreligion')",divine law,philosophy of religion,2,"phd_student, expert",False,False,True,True
"('existence', 'philosophyofmind')",existence,philosophy of mind,2,"phd_student, expert",False,False,True,True
"('epistemology', 'philosophyofscience')",philosophy of science,epistemology,2,"phd_student, expert",False,False,True,True
"('lawsofnature', 'metaphysics')",laws of nature,metaphysics,2,"phd_student, expert",False,False,True,True
"('ideas', 'perception')",ideas,perception,2,"phd_student, expert",False,False,True,True
