key,ideaA,ideaB,humanRelatedness,humanGenerality
"('philosophyofscienceandthesciences', 'religionandscience')",religion and science,philosophy of science and the sciences,3,0
"('bayesstheorem', 'philosophyofscienceandthesciences')",bayes's theorem,philosophy of science and the sciences,4,0
"('philosophyofbiology', 'philosophyofscienceandthesciences')",philosophy of biology,philosophy of science and the sciences,4,0
"('molecularbiology', 'philosophyofscienceandthesciences')",molecular biology,philosophy of science and the sciences,2,3
"('philosophyofcomputerscience', 'philosophyofscienceandthesciences')",philosophy of computer science,philosophy of science and the sciences,4,0
"('philosophyofeconomics', 'philosophyofscienceandthesciences')",philosophy of economics,philosophy of science and the sciences,4,0
"('kantsphilosophyofscience', 'philosophyofscienceandthesciences')",kant's philosophy of science,philosophy of science and the sciences,4,0
"('philosophyofscienceandthesciences', 'scientificprogress')",scientific progress,philosophy of science and the sciences,4,0
"('einsteinsphilosophyofscience', 'philosophyofscienceandthesciences')",einstein's philosophy of science,philosophy of science and the sciences,4,0
"('philosophyofchemistry', 'philosophyofscienceandthesciences')",philosophy of chemistry,philosophy of science and the sciences,4,0
"('methodologicaldebatesincosmologythe1930sand1940s', 'philosophyofscienceandthesciences')",methodological debates in cosmology the 1930s and 1940s,philosophy of science and the sciences,3,0
"('philosophyofpsychology', 'philosophyofscienceandthesciences')",philosophy of psychology,philosophy of science and the sciences,3,0
"('inductivelogic', 'philosophyofscienceandthesciences')",inductive logic,philosophy of science and the sciences,3,0
"('philosophyofscienceandthesciences', 'problemofinduction')",problem of induction,philosophy of science and the sciences,4,0
"('eliminativematerialism', 'philosophyofscienceandthesciences')",eliminative materialism,philosophy of science and the sciences,3,0
"('experimentinphysics', 'philosophyofscienceandthesciences')",experiment in physics,philosophy of science and the sciences,4,0
"('explanation', 'philosophyofscienceandthesciences')",explanation,philosophy of science and the sciences,4,0
"('modelsinscience', 'philosophyofscienceandthesciences')",models in science,philosophy of science and the sciences,4,0
"('philosophyofscienceandthesciences', 'simpsonsparadox')",simpson's paradox,philosophy of science and the sciences,3,0
"('philosophyofscienceandthesciences', 'probabilisticcausation')",probabilistic causation,philosophy of science and the sciences,3,0
"('philosophyofscienceandthesciences', 'quantumlogicandprobabilitytheory')",quantum logic and probability theory,philosophy of science and the sciences,4,0
"('philosophyofscienceandthesciences', 'probabilityandstatistics')",probability and statistics,philosophy of science and the sciences,3,3
"('philosophyofscienceandthesciences', 'probability')",probability,philosophy of science and the sciences,3,3
"('interpretationsofprobability', 'philosophyofscienceandthesciences')",interpretations of probability,philosophy of science and the sciences,1,3
"('folkpsychology', 'philosophyofscienceandthesciences')",folk psychology,philosophy of science and the sciences,3,0
"('philosophyofphysics', 'philosophyofscienceandthesciences')",philosophy of physics,philosophy of science and the sciences,4,0
"('philosophyofmathematics', 'philosophyofscienceandthesciences')",philosophy of mathematics,philosophy of science and the sciences,2,0
"('philosophyofscienceandthesciences', 'socialdimensionsofscientificknowledge')",social dimensions of scientific knowledge,philosophy of science and the sciences,3,0
"('philosophyofscienceandthesciences', 'unityofscience')",unity of science,philosophy of science and the sciences,4,0
"('philosophyofscience', 'philosophyofscienceandthesciences')",philosophy of science,philosophy of science and the sciences,4,2
"('philosophyofscienceandthesciences', 'religionandscience')",religion and science,philosophy of science and the sciences,3,0
"('bayesstheorem', 'philosophyofscienceandthesciences')",bayes's theorem,philosophy of science and the sciences,3,0
"('philosophyofbiology', 'philosophyofscienceandthesciences')",philosophy of biology,philosophy of science and the sciences,4,0
"('molecularbiology', 'philosophyofscienceandthesciences')",molecular biology,philosophy of science and the sciences,3,0
"('philosophyofcomputerscience', 'philosophyofscienceandthesciences')",philosophy of computer science,philosophy of science and the sciences,3,0
"('philosophyofeconomics', 'philosophyofscienceandthesciences')",philosophy of economics,philosophy of science and the sciences,3,0
"('kantsphilosophyofscience', 'philosophyofscienceandthesciences')",kant's philosophy of science,philosophy of science and the sciences,4,0
"('historicisttheoriesofrationality', 'philosophyofscienceandthesciences')",historicist theories of rationality,philosophy of science and the sciences,2,0
"('philosophyofscienceandthesciences', 'scientificprogress')",scientific progress,philosophy of science and the sciences,4,0
"('einsteinsphilosophyofscience', 'philosophyofscienceandthesciences')",einstein's philosophy of science,philosophy of science and the sciences,4,0
"('philosophyofchemistry', 'philosophyofscienceandthesciences')",philosophy of chemistry,philosophy of science and the sciences,4,0
"('methodologicaldebatesincosmologythe1930sand1940s', 'philosophyofscienceandthesciences')",methodological debates in cosmology the 1930s and 1940s,philosophy of science and the sciences,4,0
"('conservationbiology', 'philosophyofscienceandthesciences')",conservation biology,philosophy of science and the sciences,3,0
"('hilbertsprogram', 'philosophyofscienceandthesciences')",hilbert's program,philosophy of science and the sciences,3,0
"('classicalphysics', 'philosophyofscienceandthesciences')",classical physics,philosophy of science and the sciences,3,0
"('modernphilosophy', 'philosophyofscienceandthesciences')",modern philosophy,philosophy of science and the sciences,3,1
"('cognitivescience', 'philosophyofscienceandthesciences')",cognitive science,philosophy of science and the sciences,4,0
"('philosophyofpsychology', 'philosophyofscienceandthesciences')",philosophy of psychology,philosophy of science and the sciences,4,0
"('moralpsychology', 'philosophyofscienceandthesciences')",moral psychology,philosophy of science and the sciences,3,0
"('philosophyofscienceandthesciences', 'psychiatry')",psychiatry,philosophy of science and the sciences,3,0
"('inductivelogic', 'philosophyofscienceandthesciences')",inductive logic,philosophy of science and the sciences,4,0
"('philosophyofscienceandthesciences', 'problemofinduction')",problem of induction,philosophy of science and the sciences,4,0
"('experimentinphysics', 'philosophyofscienceandthesciences')",experiment in physics,philosophy of science and the sciences,4,0
"('economicsandeconomicjustice', 'philosophyofscienceandthesciences')",economics and economic justice,philosophy of science and the sciences,1,2
"('explanation', 'philosophyofscienceandthesciences')",explanation,philosophy of science and the sciences,3,0
"('bayesianepistemology', 'philosophyofscienceandthesciences')",bayesian epistemology,philosophy of science and the sciences,3,0
"('atomismfromthe17thtothe20thcentury', 'philosophyofscienceandthesciences')",atomism from the 17th to the 20th century,philosophy of science and the sciences,4,0
"('modelsinscience', 'philosophyofscienceandthesciences')",models in science,philosophy of science and the sciences,4,0
"('philosophyofscienceandthesciences', 'probabilisticcausation')",probabilistic causation,philosophy of science and the sciences,4,0
"('philosophyofscienceandthesciences', 'quantumlogicandprobabilitytheory')",quantum logic and probability theory,philosophy of science and the sciences,4,0
"('naturalisminlegalphilosophy', 'philosophyofscienceandthesciences')",naturalism in legal philosophy,philosophy of science and the sciences,2,0
"('feministepistemologyandphilosophyofscience', 'philosophyofscienceandthesciences')",feminist epistemology and philosophy of science,philosophy of science and the sciences,4,0
"('analysis', 'philosophyofscienceandthesciences')",analysis,philosophy of science and the sciences,2,1
"('philosophyofscienceandthesciences', 'teleologicalnotionsinbiology')",teleological notions in biology,philosophy of science and the sciences,4,0
"('pascalswager', 'philosophyofscienceandthesciences')",pascal's wager,philosophy of science and the sciences,0,-1
"('historyofscience', 'philosophyofscienceandthesciences')",history of science,philosophy of science and the sciences,4,2
"('philosophyofscienceandthesciences', 'scientificexplanation')",scientific explanation,philosophy of science and the sciences,4,0
"('philosophyofscienceandthesciences', 'psychologism')",psychologism,philosophy of science and the sciences,3,0
"('descartesphysics', 'philosophyofscienceandthesciences')",descartes' physics,philosophy of science and the sciences,4,0
"('manyworldsinterpretationofquantummechanics', 'philosophyofscienceandthesciences')",many-worlds interpretation of quantum mechanics,philosophy of science and the sciences,4,0
"('economicanalysisoflaw', 'philosophyofscienceandthesciences')",economic analysis of law,philosophy of science and the sciences,1,0
"('philosophyofmedicine', 'philosophyofscienceandthesciences')",philosophy of medicine,philosophy of science and the sciences,4,0
"('literature', 'philosophyofscienceandthesciences')",literature,philosophy of science and the sciences,0,-1
"('philosophyofscienceandthesciences', 'symmetryandsymmetrybreaking')",symmetry and symmetry breaking,philosophy of science and the sciences,4,0
"('internalistvsexternalistconceptionsofepistemicjustification', 'philosophyofscienceandthesciences')",internalist vs. externalist conceptions of epistemic justification,philosophy of science and the sciences,1,0
"('philosophyofscienceandthesciences', 'propositionalconsequencerelationsandalgebraiclogic')",propositional consequence relations and algebraic logic,philosophy of science and the sciences,1,0
"('philosophyofscienceandthesciences', 'rhetoricofscience')",rhetoric of science,philosophy of science and the sciences,4,0
"('aristotlesnaturalphilosophy', 'philosophyofscienceandthesciences')",aristotle's natural philosophy,philosophy of science and the sciences,2,0
"('equivalenceofmassandenergy', 'philosophyofscienceandthesciences')",equivalence of mass and energy,philosophy of science and the sciences,4,0
"('philosophyofscienceandthesciences', 'socialphilosophy')",social philosophy,philosophy of science and the sciences,1,2
"('fregestheoremandfoundationsforarithmetic', 'philosophyofscienceandthesciences')",frege's theorem and foundations for arithmetic,philosophy of science and the sciences,2,0
"('epistemeandtechne', 'philosophyofscienceandthesciences')",episteme and techne,philosophy of science and the sciences,3,2
"('consciousnessandpsychology', 'philosophyofscienceandthesciences')",consciousness and psychology,philosophy of science and the sciences,2,0
"('earlyphilosophicalinterpretationsofgeneralrelativity', 'philosophyofscienceandthesciences')",early philosophical interpretations of general relativity,philosophy of science and the sciences,4,0
"('philosophyofscienceandthesciences', 'socialepistemology')",social epistemology,philosophy of science and the sciences,3,0
"('creationism', 'philosophyofscienceandthesciences')",creationism,philosophy of science and the sciences,4,0
"('contentsofperception', 'philosophyofscienceandthesciences')",contents of perception,philosophy of science and the sciences,3,0
"('philosophyofscienceandthesciences', 'philosophyofstatisticalmechanics')",philosophy of statistical mechanics,philosophy of science and the sciences,4,0
"('descartesepistemology', 'philosophyofscienceandthesciences')",descartes' epistemology,philosophy of science and the sciences,2,0
"('currentphilosophy', 'philosophyofscienceandthesciences')",current philosophy,philosophy of science and the sciences,1,1
"('identityandindividualityinquantumtheory', 'philosophyofscienceandthesciences')",identity and individuality in quantum theory,philosophy of science and the sciences,4,0
"('moralcognitivismvsnoncognitivism', 'philosophyofscienceandthesciences')",moral cognitivism vs. non-cognitivism,philosophy of science and the sciences,3,0
"('consciousnessandphysics', 'philosophyofscienceandthesciences')",consciousness and physics,philosophy of science and the sciences,4,0
"('biologicalnotionofselfandnonself', 'philosophyofscienceandthesciences')",biological notion of self and non-self,philosophy of science and the sciences,3,0
"('epistemologicalproblemsofmemory', 'philosophyofscienceandthesciences')",epistemological problems of memory,philosophy of science and the sciences,2,0
"('philosophyofscienceandthesciences', 'theoriesoftortlaw')",theories of tort law,philosophy of science and the sciences,0,-1
"('aristotlesbiology', 'philosophyofscienceandthesciences')",aristotle's biology,philosophy of science and the sciences,4,0
"('economicjustice', 'philosophyofscienceandthesciences')",economic justice,philosophy of science and the sciences,0,-1
"('modelsandidealization', 'philosophyofscienceandthesciences')",models and idealization,philosophy of science and the sciences,4,0
"('analyticsyntheticdistinction', 'philosophyofscienceandthesciences')",analytic/synthetic distinction,philosophy of science and the sciences,3,0
"('humesmoralphilosophy', 'philosophyofscienceandthesciences')",hume's moral philosophy,philosophy of science and the sciences,0,-1
"('earlydevelopmentofsettheory', 'philosophyofscienceandthesciences')",early development of set theory,philosophy of science and the sciences,2,0
"('aristotlespoliticaltheory', 'philosophyofscienceandthesciences')",aristotle's political theory,philosophy of science and the sciences,0,-1
"('moleculargenetics', 'philosophyofscienceandthesciences')",molecular genetics,philosophy of science and the sciences,3,0
"('holismandnonseparabilityinphysics', 'philosophyofscienceandthesciences')",holism and nonseparability in physics,philosophy of science and the sciences,4,0
"('mentalimagery', 'philosophyofscienceandthesciences')",mental imagery,philosophy of science and the sciences,2,0
"('logicofbeliefrevision', 'philosophyofscienceandthesciences')",logic of belief revision,philosophy of science and the sciences,2,0
"('philosophyofscienceandthesciences', 'zenosparadoxes')",zeno's paradoxes,philosophy of science and the sciences,3,0
"('evidence', 'philosophyofscienceandthesciences')",evidence,philosophy of science and the sciences,4,0
"('artificialintelligence', 'turingtest')",turing test,artificial intelligence,3,-1
"('artificialintelligence', 'frameproblem')",frame problem,artificial intelligence,3,-1
"('artificialintelligence', 'philosophyofcomputerscience')",philosophy of computer science,artificial intelligence,3,-1
"('artificialintelligence', 'symbolicprocessing')",symbolic processing,artificial intelligence,3,-1
"('artificialintelligence', 'distributedrepresentation')",distributed representation,artificial intelligence,3,-1
"('artificialintelligence', 'temporallogic')",temporal logic,artificial intelligence,1,-1
"('artificialintelligence', 'logicandlanguage')",logic and language,artificial intelligence,1,-1
"('aestheticsandphilosophyofart', 'philosophyofart')",philosophy of art,aesthetics and philosophy of art,4,0
"('aestheticsandphilosophyofart', 'deweysaesthetics')",dewey's aesthetics,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'conceptualart')",conceptual art,aesthetics and philosophy of art,2,0
"('aestheticsandphilosophyofart', 'feministaesthetics')",feminist aesthetics,aesthetics and philosophy of art,3,0
"('18thcenturygermanaesthetics', 'aestheticsandphilosophyofart')",18th century german aesthetics,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'goodmansaesthetics')",goodman's aesthetics,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'artifact')",artifact,aesthetics and philosophy of art,1,3
"('aestheticsandphilosophyofart', 'beardsleysaesthetics')",beardsley's aesthetics,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'artificialintelligence')",artificial intelligence,aesthetics and philosophy of art,1,3
"('aestheticsandphilosophyofart', 'philosophyofnature')",philosophy of nature,aesthetics and philosophy of art,2,2
"('aestheticsandphilosophyofart', 'environmentalaesthetics')",environmental aesthetics,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'condemnationof1277')",condemnation of 1277,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'philosophyoffilm')",philosophy of film,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'artisticrepresentation')",artistic representation,aesthetics and philosophy of art,3,0
"('aesthetics', 'aestheticsandphilosophyofart')",aesthetics,aesthetics and philosophy of art,4,0
"('aestheticexperience', 'aestheticsandphilosophyofart')",aesthetic experience,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'methodandmetaphysicsinplatossophistandstatesman')",method and metaphysics in plato's sophist and statesman,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'humesaesthetics')",hume's aesthetics,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'painting')",painting,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'argument')",argument,aesthetics and philosophy of art,1,3
"('aestheticsandphilosophyofart', 'beauty')",beauty,aesthetics and philosophy of art,4,0
"('aestheticsandphilosophyofart', 'aristotleoncausality')",aristotle on causality,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'artisticstyle')",artistic style,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'philosophyofpsychology')",philosophy of psychology,aesthetics and philosophy of art,2,2
"('aestheticsandphilosophyofart', 'philosophyofscience')",philosophy of science,aesthetics and philosophy of art,2,2
"('aestheticsandphilosophyofart', 'platoonrhetoricandpoetry')",plato on rhetoric and poetry,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'philosophyofmathematics')",philosophy of mathematics,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'psychiatry')",psychiatry,aesthetics and philosophy of art,2,2
"('aestheticsandphilosophyofart', 'matter')",matter,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'semantics')",semantics,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'meaning')",meaning,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'artisticvalue')",artistic value,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'philosophyofphysics')",philosophy of physics,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'wittgensteinsaesthetics')",wittgenstein's aesthetics,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'time')",time,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'philosophyofmind')",philosophy of mind,aesthetics and philosophy of art,1,1
"('aestheticsandphilosophyofart', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,aesthetics and philosophy of art,2,1
"('aestheticsandphilosophyofart', 'phenomenologicalapproachestoethicsandinformationtechnology')",phenomenological approaches to ethics and information technology,aesthetics and philosophy of art,2,0
"('africanandafricanamericanphilosophy', 'akanphilosophyoftheperson')",akan philosophy of the person,african and african-american philosophy,4,0
"('africanandafricanamericanphilosophy', 'africanphilosophy')",african philosophy,african and african-american philosophy,4,0
"('aestheticsandphilosophyofart', 'japaneseaesthetics')",japanese aesthetics,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'function')",function,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'film')",film,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'logicandlanguage')",logic and language,aesthetics and philosophy of art,1,1
"('aestheticsandphilosophyofart', 'functionandteleology')",function and teleology,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'medievaltheoriesofcausality')",medieval theories of causality,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'depiction')",depiction,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'teleologicalargumentsforgodsexistence')",teleological arguments for god's existence,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'motionandtime')",motion and time,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'interpretation')",interpretation,aesthetics and philosophy of art,1,0
"('aestheticsandphilosophyofart', 'escapism')",escapism,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'reference')",reference,aesthetics and philosophy of art,2,0
"('aestheticsandphilosophyofart', 'philosophyofperception')",philosophy of perception,aesthetics and philosophy of art,2,2
"('aestheticsandphilosophyofart', 'mind')",mind,aesthetics and philosophy of art,2,2
"('aestheticsandphilosophyofart', 'realismandantirealism')",realism and anti-realism,aesthetics and philosophy of art,1,0
"('aestheticsandphilosophyofart', 'realismandantirealism')",realism and anti-realism,aesthetics and philosophy of art,1,0
"('aestheticsandphilosophyofart', 'confirmationandinduction')",confirmation and induction,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'expressiontheoryofart')",expression theory of art,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'ideas')",ideas,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'cognitivescience')",cognitive science,aesthetics and philosophy of art,2,2
"('aestheticsandphilosophyofart', 'philosophyofcomputerscience')",philosophy of computer science,aesthetics and philosophy of art,1,2
"('aestheticsandphilosophyofart', 'probabilityandstatistics')",probability and statistics,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'prooftheory')",proof theory,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'negation')",negation,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'romanianphilosophy')",romanian philosophy,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'philosophyofmedicine')",philosophy of medicine,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'formalism')",formalism,aesthetics and philosophy of art,1,0
"('aestheticsandphilosophyofart', 'philosophyofwar')",philosophy of war,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'value')",value,aesthetics and philosophy of art,3,0
"('knowledgeargument', 'qualia')",knowledge argument,qualia,4,0
"('absentqualia', 'qualia')",absent qualia,qualia,4,0
"('aestheticsandphilosophyofart', 'ancientphilosophyaristotle')",ancient philosophy (aristotle),aesthetics and philosophy of art,1,0
"('aestheticsandphilosophyofart', 'natureofart')",nature of art,aesthetics and philosophy of art,4,0
"('aestheticsandphilosophyofart', 'referenceanddenotation')",reference and denotation,aesthetics and philosophy of art,1,0
"('aestheticsandphilosophyofart', 'realism')",realism,aesthetics and philosophy of art,1,0
"('aestheticsandphilosophyofart', 'ethicsandart')",ethics and art,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'humanrights')",human rights,aesthetics and philosophy of art,1,0
"('aestheticsandphilosophyofart', 'denotation')",denotation,aesthetics and philosophy of art,2,0
"('aestheticsandphilosophyofart', 'philosophyofbiology')",philosophy of biology,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'suppositionandcopulation')",supposition and copulation,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'life')",life,aesthetics and philosophy of art,2,1
"('aestheticsandphilosophyofart', 'connectives')",connectives,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'war')",war,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'philosophyofbusiness')",philosophy of business,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'lebensphilosophie')",lebensphilosophie,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'philosophyofcomposition')",philosophy of composition,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'logos')",logos,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'compositionalityandlogicalform')",compositionality and logical form,aesthetics and philosophy of art,2,0
"('abstraction', 'aestheticsandphilosophyofart')",abstraction,aesthetics and philosophy of art,3,0
"('aestheticsandphilosophyofart', 'quantifiersandquanitification')",quantifiers and quanitification,aesthetics and philosophy of art,1,0
"('aestheticsandphilosophyofart', 'modernphilosophy')",modern philosophy,aesthetics and philosophy of art,1,1
"('aestheticsandphilosophyofart', 'performance')",performance,aesthetics and philosophy of art,2,0
"('aestheticsandphilosophyofart', 'socialphilosophyandpoliticalphilosophy')",social philosophy and political philosophy,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'socialandpoliticalphilosophy')",social and political philosophy,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'reduction')",reduction,aesthetics and philosophy of art,0,0
"('aestheticsandphilosophyofart', 'metaphysicsofscience')",metaphysics of science,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'propernames')",proper names,aesthetics and philosophy of art,1,0
"('aestheticsandphilosophyofart', 'propositionalattitude')",propositional attitude,aesthetics and philosophy of art,1,0
"('aestheticsandphilosophyofart', 'counterfactuals')",counterfactuals,aesthetics and philosophy of art,0,-1
"('aestheticsandphilosophyofart', 'ambiguity')",ambiguity,aesthetics and philosophy of art,0,-1
"('africanandafricanamericanphilosophy', 'ethnophilosophy')",ethnophilosophy,african and african-american philosophy,3,1
"('africanandafricanamericanphilosophy', 'akanphilosophyoftheperson')",akan philosophy of the person,african and african-american philosophy,3,0
"('africanandafricanamericanphilosophy', 'africanphilosophy')",african philosophy,african and african-american philosophy,4,0
"('logic', 'propositionalconsequencerelationsandalgebraiclogic')",propositional consequence relations and algebraic logic,logic,4,0
"('logic', 'modallogic')",modal logic,logic,4,0
"('hybridlogic', 'logic')",hybrid logic,logic,4,0
"('logic', 'logicandartificialintelligence')",logic and artificial intelligence,logic,3,1
"('linearlogic', 'logic')",linear logic,logic,3,0
"('logic', 'provabilitylogic')",provability logic,logic,4,0
"('informallogic', 'logic')",informal logic,logic,3,3
"('connexivelogic', 'logic')",connexive logic,logic,4,0
"('deonticlogic', 'logic')",deontic logic,logic,2,0
"('logic', 'logicandlanguage')",logic and language,logic,4,1
"('fuzzylogic', 'logic')",fuzzy logic,logic,4,0
"('classicallogic', 'logic')",classical logic,logic,4,0
"('logic', 'manyvaluedlogic')",many-valued logic,logic,4,0
"('logic', 'substructurallogic')",substructural logic,logic,4,0
"('logic', 'logicandontology')",logic and ontology,logic,3,1
"('logic', 'relevancelogic')",relevance logic,logic,4,0
"('logic', 'paraconsistentlogic')",paraconsistent logic,logic,4,0
"('epistemiclogic', 'logic')",epistemic logic,logic,3,0
"('logic', 'philosophyoflanguage')",philosophy of language,logic,2,2
"('logic', 'temporallogic')",temporal logic,logic,4,0
"('inductivelogic', 'logic')",inductive logic,logic,4,0
"('automatedreasoning', 'logic')",automated reasoning,logic,3,3
"('logic', 'psychologism')",psychologism,logic,1,3
"('logic', 'philosophicallogic')",philosophical logic,logic,4,0
"('ancientlogic', 'logic')",ancient logic,logic,4,0
"('logic', 'nonclassicallogic')",non-classical logic,logic,4,0
"('algebra', 'logic')",algebra,logic,1,3
"('interpretation', 'logic')",interpretation,logic,3,0
"('logic', 'mathematicallogic')",mathematical logic,logic,4,0
"('inductivelogicanddecisiontheory', 'logic')",inductive logic and decision theory,logic,3,0
"('inductivelogicanddecisiontheory', 'logic')",inductive logic and decision theory,logic,3,0
"('logic', 'philosophyofmathematics')",philosophy of mathematics,logic,3,2
"('logic', 'logicandcomputation')",logic and computation,logic,4,0
"('logic', 'medievaltheoriesofthesyllogism')",medieval theories of the syllogism,logic,3,0
"('logic', 'mallysdeonticlogic')",mally's deontic logic,logic,3,0
"('fregestheoremandfoundationsforarithmetic', 'logic')",frege's theorem and foundations for arithmetic,logic,4,0
"('logic', 'modernphilosophy')",modern philosophy,logic,3,1
"('connectives', 'logic')",connectives,logic,3,0
"('logic', 'quantumlogicandprobabilitytheory')",quantum logic and probability theory,logic,4,0
"('logic', 'logicandgames')",logic and games,logic,4,0
"('actualism', 'logic')",actualism,logic,1,3
"('logic', 'philosophyofcomputerscience')",philosophy of computer science,logic,3,2
"('freelogic', 'logic')",free logic,logic,4,0
"('constructivemathematics', 'logic')",constructive mathematics,logic,3,2
"('epsiloncalculus', 'logic')",epsilon calculus,logic,3,3
"('logic', 'logicalconstant')",logical constant,logic,4,0
"('logic', 'modelsandidealization')",models and idealization,logic,3,-1
"('logic', 'peirceslogic')",peirce's logic,logic,3,0
"('kantstheoryofjudgment', 'logic')",kant's theory of judgment,logic,2,0
"('historyoflogic', 'logic')",history of logic,logic,4,0
"('intensionallogic', 'logic')",intensional logic,logic,4,0
"('brentanostheoryofjudgement', 'logic')",brentano's theory of judgement,logic,2,0
"('logic', 'soritesparadox')",sorites paradox,logic,4,0
"('booleanalgebra', 'logic')",boolean algebra,logic,4,0
"('logic', 'prooftheory')",proof theory,logic,4,0
"('logic', 'modeltheory')",model theory,logic,4,-1
"('analysis', 'logic')",analysis,logic,3,2
"('logic', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,logic,2,1
"('generalizedquantifiers', 'logic')",generalized quantifiers,logic,4,0
"('logic', 'quantifiersandquanitification')",quantifiers and quanitification,logic,4,0
"('logic', 'pluralquantification')",plural quantification,logic,4,0
"('logic', 'logicalform')",logical form,logic,4,0
"('logic', 'philosophyoflogic')",philosophy of logic,logic,4,0
"('logic', 'matter')",matter,logic,0,-1
"('logic', 'notationinprincipiamathematica')",notation in principia mathematica,logic,4,0
"('logic', 'propositionaldynamiclogic')",propositional dynamic logic,logic,4,0
"('logic', 'logicaltruth')",logical truth,logic,4,0
"('artificialintelligence', 'logic')",artificial intelligence,logic,3,2
"('logic', 'logicalconsequence')",logical consequence,logic,4,0
"('formalism', 'logic')",formalism,logic,4,0
"('logic', 'syllogism')",syllogism,logic,4,0
"('disjunction', 'logic')",disjunction,logic,4,0
"('ideas', 'logic')",ideas,logic,0,-1
"('compositionalityandlogicalform', 'logic')",compositionality and logical form,logic,4,0
"('developmentoffirstorderlogic', 'logic')",development of first-order logic,logic,4,0
"('logic', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,logic,2,2
"('confirmationandinduction', 'logic')",confirmation and induction,logic,3,0
"('logic', 'settheory')",set theory,logic,4,2
"('logic', 'logicism')",logicism,logic,4,0
"('logic', 'probabilityandstatistics')",probability and statistics,logic,1,2
"('definition', 'logic')",definition,logic,2,0
"('liarparadox', 'logic')",liar paradox,logic,4,0
"('logic', 'probability')",probability,logic,1,2
