key,ideaA,ideaB,persona,system_prompt,user_prompt,metadata
"('epistemology', 'platosmiddleperiodmetaphysicsandepistemology')",plato's middle period metaphysics and epistemology,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.753869+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('causaldeterminism', 'freewill')",causal determinism,free will,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.753945+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('causaldeterminism', 'freewill')",causal determinism,free will,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.753976+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('leibnizsinfluenceonkant', 'metaphysics')",leibniz's influence on kant,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.754029+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('leibnizsinfluenceonkant', 'metaphysics')",leibniz's influence on kant,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.754060+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('conservationbiology', 'philosophyofbiology')",conservation biology,philosophy of biology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.754113+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('conservationbiology', 'philosophyofbiology')",conservation biology,philosophy of biology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.754144+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('metaphysics', 'platonism')",platonism,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.754197+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('metaphysics', 'platonism')",platonism,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.754227+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'metaphysicsofscience')",metaphysics of science,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.754281+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'metaphysicsofscience')",metaphysics of science,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.754312+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('afterlife', 'philosophyofreligion')",afterlife,philosophy of religion,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.754364+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('afterlife', 'philosophyofreligion')",afterlife,philosophy of religion,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.754394+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'socialepistemology')",social epistemology,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.754448+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'socialepistemology')",social epistemology,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.754478+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('perception', 'reliabilism')",reliabilism,perception,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.754530+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('perception', 'reliabilism')",reliabilism,perception,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.754560+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('evolutionarypsychology', 'philosophyofmind')",evolutionary psychology,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.754612+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('evolutionarypsychology', 'philosophyofmind')",evolutionary psychology,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.754642+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('interactionism', 'philosophyofmind')",interactionism,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.754695+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('interactionism', 'philosophyofmind')",interactionism,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.754725+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('cognitivescience', 'computationandrepresentation')",computation and representation,cognitive science,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.754777+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cognitivescience', 'computationandrepresentation')",computation and representation,cognitive science,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.754808+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('historyoflogic', 'hypotheticalsyllogism')",hypothetical syllogism,history of logic,novice,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.754860+00:00"", ""prompt_version"": ""v1"", ""persona"": ""novice""}"
"('historyoflogic', 'hypotheticalsyllogism')",hypothetical syllogism,history of logic,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.754891+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('currentphilosophy', 'perception')",current philosophy,perception,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.754943+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('currentphilosophy', 'perception')",current philosophy,perception,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.754973+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('hobbessmoralandpoliticalphilosophy', 'socialandpoliticalphilosophy')",hobbes's moral and political philosophy,social and political philosophy,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.755026+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('hobbessmoralandpoliticalphilosophy', 'socialandpoliticalphilosophy')",hobbes's moral and political philosophy,social and political philosophy,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.755065+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('magnetism', 'perception')",magnetism,perception,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.755119+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('magnetism', 'perception')",magnetism,perception,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.755148+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('mentalcausation', 'philosophyofmind')",mental causation,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.755200+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('mentalcausation', 'philosophyofmind')",mental causation,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.755230+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('africanandafricanamericanphilosophy', 'ethnophilosophy')",ethnophilosophy,african and african-american philosophy,course_taker,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.755282+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('africanandafricanamericanphilosophy', 'ethnophilosophy')",ethnophilosophy,african and african-american philosophy,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.755314+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'generalrelativity')",general relativity,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.755386+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'generalrelativity')",general relativity,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.755417+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('induction', 'philosophyofmind')",induction,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.755469+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('induction', 'philosophyofmind')",induction,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.755498+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemologyofreligion', 'philosophyofreligion')",epistemology of religion,philosophy of religion,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.755551+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemologyofreligion', 'philosophyofreligion')",epistemology of religion,philosophy of religion,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.755581+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('mentalimagery', 'philosophyofmind')",mental imagery,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.755634+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('mentalimagery', 'philosophyofmind')",mental imagery,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.755663+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('baptism', 'epistemology')",baptism,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.755715+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('baptism', 'epistemology')",baptism,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.755745+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('causation', 'probabilisticcausation')",probabilistic causation,causation,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.755796+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('causation', 'probabilisticcausation')",probabilistic causation,causation,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.755826+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('measurementinquantumtheory', 'perception')",measurement in quantum theory,perception,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.755879+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('measurementinquantumtheory', 'perception')",measurement in quantum theory,perception,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.755909+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('interpretation', 'metaphysics')",interpretation,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.755961+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('interpretation', 'metaphysics')",interpretation,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.755991+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('perception', 'scottishphilosophyinthe19thcentury')",scottish philosophy in the 19th century,perception,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.756043+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('perception', 'scottishphilosophyinthe19thcentury')",scottish philosophy in the 19th century,perception,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.756073+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofchemistry', 'philosophyofscienceandthesciences')",philosophy of chemistry,philosophy of science and the sciences,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.756127+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofchemistry', 'philosophyofscienceandthesciences')",philosophy of chemistry,philosophy of science and the sciences,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.756157+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('goodness', 'metaphysics')",goodness,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.756210+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('goodness', 'metaphysics')",goodness,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.756239+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('concepts', 'mentalcontent')",concepts,mental content,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.756291+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('concepts', 'mentalcontent')",concepts,mental content,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.756320+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('languageandsociety', 'philosophyoflanguage')",philosophy of language,language and society,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.756372+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('languageandsociety', 'philosophyoflanguage')",philosophy of language,language and society,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.756403+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'philosophyofsocialscience')",philosophy of social science,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.756455+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'philosophyofsocialscience')",philosophy of social science,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.756485+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('perception', 'representationalism')",representationalism,perception,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.756545+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('perception', 'representationalism')",representationalism,perception,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.756575+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofreligion', 'secularhumanism')",secular humanism,philosophy of religion,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.756627+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofreligion', 'secularhumanism')",secular humanism,philosophy of religion,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.756657+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofmind', 'philosophyofnature')",philosophy of nature,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.756716+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofmind', 'philosophyofnature')",philosophy of nature,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.756746+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('metaphysics', 'philosophyofchemistry')",philosophy of chemistry,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.756813+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('metaphysics', 'philosophyofchemistry')",philosophy of chemistry,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.756843+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('africanandafricanamericanphilosophy', 'africanphilosophy')",african philosophy,african and african-american philosophy,course_taker,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.756897+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('africanandafricanamericanphilosophy', 'africanphilosophy')",african philosophy,african and african-american philosophy,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.756928+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('japaneseaesthetics', 'japanesephilosophy')",japanese aesthetics,japanese philosophy,novice,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.756980+00:00"", ""prompt_version"": ""v1"", ""persona"": ""novice""}"
"('japaneseaesthetics', 'japanesephilosophy')",japanese aesthetics,japanese philosophy,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.757011+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('ancientlogic', 'historyoflogic')",ancient logic,history of logic,novice,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.757063+00:00"", ""prompt_version"": ""v1"", ""persona"": ""novice""}"
"('ancientlogic', 'historyoflogic')",ancient logic,history of logic,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.757093+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofreligion', 'pietism')",pietism,philosophy of religion,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.757146+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofreligion', 'pietism')",pietism,philosophy of religion,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.757175+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('ontologicalargument', 'philosophyofreligion')",ontological argument,philosophy of religion,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.757227+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('ontologicalargument', 'philosophyofreligion')",ontological argument,philosophy of religion,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.757257+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('eliminativematerialism', 'folkpsychology')",eliminative materialism,folk psychology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.757310+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('eliminativematerialism', 'folkpsychology')",eliminative materialism,folk psychology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.757339+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('externalism', 'perception')",externalism,perception,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.757391+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('externalism', 'perception')",externalism,perception,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.757421+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'experimentinphysics')",experiment in physics,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.757473+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'experimentinphysics')",experiment in physics,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.757502+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('existenceofgod', 'metaphysics')",existence of god,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.757554+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('existenceofgod', 'metaphysics')",existence of god,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.757584+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofcomputerscience', 'philosophyofscienceandthesciences')",philosophy of computer science,philosophy of science and the sciences,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.757647+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofcomputerscience', 'philosophyofscienceandthesciences')",philosophy of computer science,philosophy of science and the sciences,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.757679+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('ethics', 'utilitarianism')",ethics,utilitarianism,novice,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.757731+00:00"", ""prompt_version"": ""v1"", ""persona"": ""novice""}"
"('ethics', 'utilitarianism')",ethics,utilitarianism,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.757761+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('scientificmethodology', 'scientificrealism')",scientific realism,scientific methodology,novice,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.757813+00:00"", ""prompt_version"": ""v1"", ""persona"": ""novice""}"
"('scientificmethodology', 'scientificrealism')",scientific realism,scientific methodology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.757846+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('metaphysics', 'philosophyofscience')",philosophy of science,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.757898+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('metaphysics', 'philosophyofscience')",philosophy of science,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.757928+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'introspection')",introspection,epistemology,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.757980+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'introspection')",introspection,epistemology,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.758010+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('logicandlanguage', 'philosophyofcomputerscience')",philosophy of computer science,logic and language,course_taker,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.758062+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('logicandlanguage', 'philosophyofcomputerscience')",philosophy of computer science,logic and language,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.758093+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('medievaltheoriesofthecategories', 'metaphysics')",medieval theories of the categories,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.758175+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('medievaltheoriesofthecategories', 'metaphysics')",medieval theories of the categories,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.758205+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('lockespoliticalphilosophy', 'philosophyofreligion')",locke's political philosophy,philosophy of religion,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.758278+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('lockespoliticalphilosophy', 'philosophyofreligion')",locke's political philosophy,philosophy of religion,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.758308+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('consciousness', 'kantsviewofthemindandconsciousnessofself')",kant's view of the mind and consciousness of self,consciousness,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.758362+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('consciousness', 'kantsviewofthemindandconsciousnessofself')",kant's view of the mind and consciousness of self,consciousness,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.758393+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('metaphysics', 'philosophyofphysics')",philosophy of physics,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.758446+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('metaphysics', 'philosophyofphysics')",philosophy of physics,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.758476+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('identitytheoryofmind', 'perception')",identity theory of mind,perception,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.758528+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('identitytheoryofmind', 'perception')",identity theory of mind,perception,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.758558+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('metaphysics', 'vitalism')",vitalism,metaphysics,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.758609+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('metaphysics', 'vitalism')",vitalism,metaphysics,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.758639+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofmind', 'realism')",realism,philosophy of mind,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.758690+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofmind', 'realism')",realism,philosophy of mind,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.758720+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('imagery', 'perception')",imagery,perception,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.758771+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('imagery', 'perception')",imagery,perception,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.758809+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('aspectsofconsciousness', 'selfconsciousness')",self-consciousness,aspects of consciousness,phd,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.758861+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('aspectsofconsciousness', 'selfconsciousness')",self-consciousness,aspects of consciousness,expert,v1,v1,"{""model"": null, ""temperature"": null, ""date"": ""2025-09-17T01:47:42.758891+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
