pair_id,ideaA,ideaB,i_id,j_id,j_i_to_j,j_j_to_i,j_sym,has_sep,jweight
580,interpretation,epistemology,845,646,0.00142159,0.00146621,0.00146621,True,0.00142159
581,dualism,philosophy of mind,168,715,0.00108416,0.00100722,0.00108416,True,0.00108416
582,cognitive science,philosophies of the particular sciences,892,1827,0.00216377,0.00174311,0.00216377,True,0.00216377
583,animal cognition,perception,812,2078,4.03667e-06,3.97897e-06,4.03667e-06,True,4.03667e-06
584,virtue epistemology,epistemology,1143,646,0.000313906,0.00030345,0.000313906,True,0.000313906
585,theories of mental content,mental content,927,925,0.000550334,0.000484889,0.000550334,True,0.000550334
586,mental imagery,mental content,1223,925,8.61437e-06,8.62572e-06,8.62572e-06,True,8.61437e-06
587,feminism,continental philosophy,215,631,6.69907e-05,6.8395e-05,6.8395e-05,True,6.69907e-05
588,psychiatry,epistemology,906,646,0.000857155,0.000855215,0.000857155,True,0.000857155
589,african sage philosophy,african and african-american philosophy,1662,1652,7.8426e-05,8.03369e-05,8.03369e-05,True,7.8426e-05
590,molecular biology,philosophy of biology,1215,704,0.00159484,0.00150162,0.00159484,True,0.00159484
591,church-turing thesis,function,1135,1436,0.000153782,0.00014584,0.000153782,True,0.000153782
592,analysis,metaphysics,1508,681,0.00198371,0.00205087,0.00205087,True,0.00198371
593,philosophy of language,syntax,712,841,0.00113462,0.0012523,0.0012523,True,0.00113462
594,race,african and african-american philosophy,1400,1652,3.28296e-05,3.41759e-05,3.41759e-05,True,3.28296e-05
595,language learning,cognitive science,805,892,4.4316e-05,4.37367e-05,4.4316e-05,True,4.4316e-05
596,unity of consciousness,aspects of consciousness,877,1785,,,,False,
597,transworld identity,epistemology,1519,646,3.0995e-08,3.07919e-08,3.0995e-08,True,3.0995e-08
598,judaism,philosophy of religion,293,724,0.000519906,0.000477869,0.000519906,True,0.000519906
599,process theism,metaphysics,1153,681,1.81727e-05,1.79711e-05,1.81727e-05,True,1.81727e-05
600,philosophies of the particular sciences,metaphysics,1827,681,0.00181111,0.00194861,0.00194861,True,0.00181111
601,creationism,philosophy of religion,140,724,4.23942e-05,4.13078e-05,4.23942e-05,True,4.23942e-05
602,history of science,epistemology,1841,646,0.000212842,0.000205396,0.000212842,True,0.000212842
603,counterfactual theories of causation,causation,1086,969,0.0006122,0.000588572,0.0006122,True,0.0006122
604,consciousness and intentionality,philosophy of mind,1227,715,0.000200063,0.000190051,0.000200063,True,0.000200063
605,descartes' epistemology,philosophy of mind,1284,715,9.7428e-05,9.33652e-05,9.7428e-05,True,9.7428e-05
606,descartes' modal metaphysics,philosophy of mind,1282,715,0.000145742,0.000137958,0.000145742,True,0.000145742
607,cognitive science,explanation,892,975,0.000501754,0.000472607,0.000501754,True,0.000501754
608,probability,philosophy of mind,770,715,0.000208031,0.000204629,0.000208031,True,0.000208031
609,dadaism,perception,147,2078,,,,False,
610,computational theory of mind,cognitive science,1235,892,6.06359e-05,6.06747e-05,6.06747e-05,True,6.06359e-05
611,chinese room argument,artificial intelligence,1137,890,3.07228e-05,3.06962e-05,3.07228e-05,True,3.07228e-05
612,daoism,philosophy of religion,148,724,0.00011076,0.000107584,0.00011076,True,0.00011076
613,evolutionary epistemology,epistemology,1146,646,0.000202398,0.000194299,0.000202398,True,0.000202398
614,causation in the law,philosophy of law,1085,713,0.000589242,0.000515934,0.000589242,True,0.000589242
615,problem of perception,philosophy of mind,872,715,2.50544e-05,2.4149e-05,2.50544e-05,True,2.50544e-05
616,consciousness and psychology,philosophy of mind,960,715,,,,False,
617,body,perception,2040,2078,0.0015879,0.0016189,0.0016189,True,0.0015879
618,singular propositions,metaphysics,1151,681,3.57086e-05,3.51875e-05,3.57086e-05,True,3.57086e-05
619,philosophy of physics,philosophy of mind,719,715,0.00120061,0.00115082,0.00120061,True,0.00120061
620,a posteriori knowledge,perception,1533,2078,,,,False,
621,emotions in the christian tradition,philosophy of religion,1557,724,0.000310297,0.000291981,0.000310297,True,0.000310297
622,consciousness and intentionality,intentionality,1227,1325,0.000938131,0.000922561,0.000938131,True,0.000938131
623,phenomenological approaches to self-consciousness,perception,1298,2078,3.16985e-05,3.09357e-05,3.16985e-05,True,3.16985e-05
624,anti-realism,epistemology,616,646,0.000140729,0.000136302,0.000140729,True,0.000140729
625,experience and perception of time,perception,1078,2078,,,,False,
626,the scientific method,scientific methodology,1916,1830,0.000742403,0.000694256,0.000742403,True,0.000742403
627,nonconceptual mental content,mental content,1274,925,9.22395e-06,9.23364e-06,9.23364e-06,True,9.22395e-06
628,philosophy of physics,epistemology,719,646,0.000753408,0.000752861,0.000753408,True,0.000753408
629,peripatetic,metaphysics,698,681,0.0002684,0.000254959,0.0002684,True,0.0002684
630,expressionism,perception,200,2078,,,,False,
631,philosophies of the particular sciences,philosophy of mind,1827,715,0.00157562,0.00162144,0.00162144,True,0.00157562
632,african american philosophy,african and african-american philosophy,800,1652,,,,False,
633,scottish philosophy in the 19th century,philosophy of mind,1713,715,7.21262e-05,6.83745e-05,7.21262e-05,True,7.21262e-05
634,aristotle and mathematics,metaphysics,1010,681,2.86601e-06,2.83357e-06,2.86601e-06,True,2.86601e-06
635,logic and language,epistemology,941,646,0.000152521,0.000148247,0.000152521,True,0.000152521
636,modernism,idealism,350,267,4.71365e-05,4.55193e-05,4.71365e-05,True,4.71365e-05
637,philosophy of chemistry,epistemology,861,646,0.000107297,0.000105914,0.000107297,True,0.000107297
638,human rights,african and african-american philosophy,1038,1652,,,,False,
639,logic,modal logic,674,1209,0.00441959,0.00532546,0.00532546,True,0.00441959
640,plato on utopia,epistemology,1365,646,7.05496e-06,6.97905e-06,7.05496e-06,True,7.05496e-06
641,introspection,perception,2076,2078,0.000386802,0.000374927,0.000386802,True,0.000386802
642,transcendentalism,philosophy of religion,569,724,6.3247e-05,6.0352e-05,6.3247e-05,True,6.3247e-05
643,connectionist model,perception,947,2078,5.25312e-05,4.96578e-05,5.25312e-05,True,5.25312e-05
644,philosophy of computer science,philosophy of language,903,712,0.000294147,0.000277539,0.000294147,True,0.000294147
645,atonement,philosophy of religion,1570,724,1.81441e-05,1.77645e-05,1.81441e-05,True,1.81441e-05
646,cosmological argument,philosophy of religion,1305,724,3.55233e-05,3.47618e-05,3.55233e-05,True,3.55233e-05
647,internalism and externalism,epistemology,2163,646,0.000173514,0.000169988,0.000173514,True,0.000173514
648,informal logic,history of logic,675,917,,,,False,
649,social philosophy and political philosophy,metaphysics,943,681,0.000288318,0.000280272,0.000288318,True,0.000288318
650,medieval political philosophy,social and political philosophy,1700,1787,9.34342e-05,9.34442e-05,9.34442e-05,True,9.34342e-05
651,determinates vs. determinables,history of logic,1267,917,,,,False,
652,optimism,epistemology,404,646,0.000268924,0.00025874,0.000268924,True,0.000268924
653,phenomenology of religion,philosophy of religion,1563,724,0.000374344,0.000348695,0.000374344,True,0.000374344
654,philosophy of space and time,metaphysics,723,681,5.63519e-05,5.30262e-05,5.63519e-05,True,5.63519e-05
655,philosophy of logic,epistemology,1791,646,8.11499e-05,7.75826e-05,8.11499e-05,True,8.11499e-05
656,existence,perception,1478,2078,0.00160631,0.00165411,0.00165411,True,0.00160631
657,computation and representation,perception,936,2078,2.77652e-05,2.57481e-05,2.77652e-05,True,2.77652e-05
658,ancient philosophy (aristotle),philosophy of mind,1846,715,,,,False,
659,virtues and vices,philosophy of mind,1879,715,0.00277853,0.00273647,0.00277853,True,0.00277853
660,ideas,epistemology,1641,646,0.00124087,0.00134184,0.00134184,True,0.00124087
661,identity theory of truth,metaphysics,1014,681,1.5347e-06,1.51932e-06,1.5347e-06,True,1.5347e-06
662,abstract object,metaphysics,846,681,0.000221012,0.000216729,0.000221012,True,0.000221012
663,internalism,philosophy of mind,666,715,0.000154946,0.000146539,0.000154946,True,0.000154946
664,distributed representation,artificial intelligence,825,890,,,,False,
665,consciousness,philosophy of mind,923,715,0.00165689,0.00159616,0.00165689,True,0.00165689
666,inductive logic and decision theory,epistemology,1790,646,0.000220285,0.000213552,0.000220285,True,0.000220285
667,input unit,folk psychology,951,891,,,,False,
668,dualism and metaphysics of mind,philosophy of mind,907,715,,,,False,
669,philosophy of physics,philosophy of science and the sciences,719,1826,0.0179359,0.0120097,0.0179359,True,0.0179359
670,mental imagery,perception,1223,2078,0.000164894,0.000159525,0.000164894,True,0.000164894
671,heaven and hell,afterlife,1343,1581,0.000203565,0.000205122,0.000205122,True,0.000203565
672,divine revelation,philosophy of religion,1560,724,0.000100962,9.78201e-05,0.000100962,True,0.000100962
673,mind,philosophy of mind,2067,715,0.0898576,0.0898576,0.0898576,True,0.0898576
674,simulation theory,folk psychology,817,891,5.03986e-05,4.99807e-05,5.03986e-05,True,5.03986e-05
675,existentialism,existence,197,1478,0.000234293,0.000219416,0.000234293,True,0.000234293
676,interpretations of probability,philosophy of science and the sciences,1155,1826,0.000466997,0.000400907,0.000466997,True,0.000466997
677,ethics,deontology,647,638,0.00019577,0.00020687,0.00020687,True,0.00019577
678,logic,logic and language,674,941,0.00149785,0.00203636,0.00203636,True,0.00149785
679,constructive mathematics,philosophy of science and the sciences,1251,1826,0.000195406,0.000166194,0.000195406,True,0.000195406
680,unity of consciousness,philosophy of mind,877,715,4.04658e-05,3.89331e-05,4.04658e-05,True,4.04658e-05
681,other minds,philosophy of mind,1750,715,0.00137733,0.00121498,0.00137733,True,0.00137733
682,psychological theory,perception,887,2078,0.000171766,0.00016116,0.000171766,True,0.000171766
683,knowledge argument,physicalism,813,726,0.000235813,0.000233811,0.000235813,True,0.000235813
684,moral epistemology,epistemology,866,646,0.000404951,0.00039596,0.000404951,True,0.000404951
685,externalism,epistemology,201,646,0.000159053,0.000154786,0.000159053,True,0.000159053
686,realism and anti-realism,epistemology,978,646,0.000695849,0.000689791,0.000695849,True,0.000695849
687,object,perception,1499,2078,0.0026493,0.00286046,0.00286046,True,0.0026493
688,logic and language,artificial intelligence,941,890,5.42995e-05,5.40186e-05,5.42995e-05,True,5.42995e-05
689,animal cognition,folk psychology,812,891,,,,False,
690,sophists,metaphysics,1622,681,1.51971e-05,1.49911e-05,1.51971e-05,True,1.51971e-05
691,fideism,philosophy of religion,219,724,0.000442998,0.000414437,0.000442998,True,0.000442998
692,logic and language,philosophy of language,941,712,0.00209477,0.00155548,0.00209477,True,0.00209477
693,determinism,free will,157,992,0.00136221,0.001348,0.00136221,True,0.00136221
694,kant's philosophy of religion,metaphysics,1056,681,3.47112e-06,3.43273e-06,3.47112e-06,True,3.47112e-06
695,causal theories of mental content,mental content,1699,925,0.000250121,0.000251589,0.000251589,True,0.000250121
696,cultural relativism,bioethics,144,621,,,,False,
697,judaic philosophy,judaism,921,293,,,,False,
698,epistemological problems of perception,philosophy of mind,1361,715,5.82749e-06,5.65634e-06,5.82749e-06,True,5.82749e-06
699,epistemological problems of perception,perception,1361,2078,0.000224425,0.000216004,0.000224425,True,0.000224425
700,kant's philosophical development,metaphysics,1062,681,4.62022e-05,4.53555e-05,4.62022e-05,True,4.62022e-05
701,abstract expressionism,perception,4,2078,,,,False,
702,narrow mental content,mental content,1273,925,9.18513e-05,9.22841e-05,9.22841e-05,True,9.18513e-05
703,perception,epistemology,2078,646,0.00112761,0.00114187,0.00114187,True,0.00112761
704,theories of mental content,causal theories of mental content,927,1699,0.000191341,0.000182871,0.000191341,True,0.000191341
705,sense-data,philosophy of mind,1541,715,0.000132159,0.000126186,0.000132159,True,0.000132159
706,belief,epistemology,880,646,0.0018384,0.00196202,0.00196202,True,0.0018384
707,feminist philosophy of language,philosophy of language,1033,712,0.000173535,0.000162494,0.000173535,True,0.000173535
708,divine law,philosophy of religion,2012,724,0.000192942,0.000177486,0.000192942,True,0.000192942
709,existence,philosophy of mind,1478,715,0.00307678,0.00307345,0.00307678,True,0.00307678
710,philosophy of science,epistemology,722,646,0.00160056,0.00168149,0.00168149,True,0.00160056
711,laws of nature,metaphysics,1164,681,0.000605023,0.000589479,0.000605023,True,0.000605023
712,ideas,perception,1641,2078,0.00142401,0.00151773,0.00151773,True,0.00142401
