key,idea_a,idea_b,id_a,id_b,has_ids,edge_i_to_j,edge_j_to_i,edge_any
"('molecularbiology', 'philosophyofbiology')",molecular biology,philosophy of biology,1215,704,True,True,True,True
"('churchturingthesis', 'function')",church-turing thesis,function,1135,1436,True,True,True,True
"('analysis', 'metaphysics')",analysis,metaphysics,1508,681,True,True,True,True
"('philosophyoflanguage', 'syntax')",philosophy of language,syntax,712,841,True,True,True,True
"('africanandafricanamericanphilosophy', 'race')",race,african and african-american philosophy,1400,1652,True,True,True,True
"('cognitivescience', 'languagelearning')",language learning,cognitive science,805,892,True,True,True,True
"('aspectsofconsciousness', 'unityofconsciousness')",unity of consciousness,aspects of consciousness,877,1785,True,False,False,False
"('epistemology', 'transworldidentity')",transworld identity,epistemology,1519,646,True,True,True,True
"('judaism', 'philosophyofreligion')",judaism,philosophy of religion,293,724,True,True,True,True
"('metaphysics', 'processtheism')",process theism,metaphysics,1153,681,True,True,True,True
"('metaphysics', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,metaphysics,1827,681,True,True,True,True
"('creationism', 'philosophyofreligion')",creationism,philosophy of religion,140,724,True,True,True,True
"('epistemology', 'historyofscience')",history of science,epistemology,1841,646,True,True,True,True
"('causation', 'counterfactualtheoriesofcausation')",counterfactual theories of causation,causation,1086,969,True,True,True,True
"('consciousnessandintentionality', 'philosophyofmind')",consciousness and intentionality,philosophy of mind,1227,715,True,True,True,True
"('descartesepistemology', 'philosophyofmind')",descartes' epistemology,philosophy of mind,1284,715,True,True,True,True
"('descartesmodalmetaphysics', 'philosophyofmind')",descartes' modal metaphysics,philosophy of mind,1282,715,True,True,True,True
"('cognitivescience', 'explanation')",cognitive science,explanation,892,975,True,True,True,True
"('philosophyofmind', 'probability')",probability,philosophy of mind,770,715,True,True,True,True
"('dadaism', 'perception')",dadaism,perception,147,2078,True,False,False,False
"('cognitivescience', 'computationaltheoryofmind')",computational theory of mind,cognitive science,1235,892,True,True,True,True
"('artificialintelligence', 'chineseroomargument')",chinese room argument,artificial intelligence,1137,890,True,True,True,True
"('daoism', 'philosophyofreligion')",daoism,philosophy of religion,148,724,True,True,True,True
"('epistemology', 'evolutionaryepistemology')",evolutionary epistemology,epistemology,1146,646,True,True,True,True
"('causationinthelaw', 'philosophyoflaw')",causation in the law,philosophy of law,1085,713,True,True,True,True
"('philosophyofmind', 'problemofperception')",problem of perception,philosophy of mind,872,715,True,True,True,True
"('consciousnessandpsychology', 'philosophyofmind')",consciousness and psychology,philosophy of mind,960,715,True,False,False,False
"('body', 'perception')",body,perception,2040,2078,True,True,True,True
"('metaphysics', 'singularpropositions')",singular propositions,metaphysics,1151,681,True,True,True,True
"('philosophyofmind', 'philosophyofphysics')",philosophy of physics,philosophy of mind,719,715,True,True,True,True
"('aposterioriknowledge', 'perception')",a posteriori knowledge,perception,1533,2078,True,False,False,False
"('emotionsinthechristiantradition', 'philosophyofreligion')",emotions in the christian tradition,philosophy of religion,1557,724,True,True,True,True
"('consciousnessandintentionality', 'intentionality')",consciousness and intentionality,intentionality,1227,1325,True,True,True,True
"('perception', 'phenomenologicalapproachestoselfconsciousness')",phenomenological approaches to self-consciousness,perception,1298,2078,True,True,True,True
"('antirealism', 'epistemology')",anti-realism,epistemology,616,646,True,True,True,True
"('experienceandperceptionoftime', 'perception')",experience and perception of time,perception,1078,2078,True,False,False,False
"('scientificmethodology', 'thescientificmethod')",the scientific method,scientific methodology,1916,1830,True,True,True,True
"('mentalcontent', 'nonconceptualmentalcontent')",nonconceptual mental content,mental content,1274,925,True,True,True,True
"('epistemology', 'philosophyofphysics')",philosophy of physics,epistemology,719,646,True,True,True,True
"('metaphysics', 'peripatetic')",peripatetic,metaphysics,698,681,True,True,True,True
"('expressionism', 'perception')",expressionism,perception,200,2078,True,False,False,False
"('philosophiesoftheparticularsciences', 'philosophyofmind')",philosophies of the particular sciences,philosophy of mind,1827,715,True,True,True,True
"('africanamericanphilosophy', 'africanandafricanamericanphilosophy')",african american philosophy,african and african-american philosophy,800,1652,True,False,False,False
"('philosophyofmind', 'scottishphilosophyinthe19thcentury')",scottish philosophy in the 19th century,philosophy of mind,1713,715,True,True,True,True
"('aristotleandmathematics', 'metaphysics')",aristotle and mathematics,metaphysics,1010,681,True,True,True,True
"('epistemology', 'logicandlanguage')",logic and language,epistemology,941,646,True,True,True,True
"('idealism', 'modernism')",modernism,idealism,350,267,True,True,True,True
"('epistemology', 'philosophyofchemistry')",philosophy of chemistry,epistemology,861,646,True,True,True,True
"('africanandafricanamericanphilosophy', 'humanrights')",human rights,african and african-american philosophy,1038,1652,True,False,False,False
"('logic', 'modallogic')",logic,modal logic,674,1209,True,True,True,True
"('epistemology', 'platoonutopia')",plato on utopia,epistemology,1365,646,True,True,True,True
"('introspection', 'perception')",introspection,perception,2076,2078,True,True,True,True
"('philosophyofreligion', 'transcendentalism')",transcendentalism,philosophy of religion,569,724,True,True,True,True
"('connectionistmodel', 'perception')",connectionist model,perception,947,2078,True,True,True,True
"('philosophyofcomputerscience', 'philosophyoflanguage')",philosophy of computer science,philosophy of language,903,712,True,True,True,True
"('atonement', 'philosophyofreligion')",atonement,philosophy of religion,1570,724,True,True,True,True
"('cosmologicalargument', 'philosophyofreligion')",cosmological argument,philosophy of religion,1305,724,True,True,True,True
"('epistemology', 'internalismandexternalism')",internalism and externalism,epistemology,2163,646,True,True,True,True
"('historyoflogic', 'informallogic')",informal logic,history of logic,675,917,True,False,False,False
"('metaphysics', 'socialphilosophyandpoliticalphilosophy')",social philosophy and political philosophy,metaphysics,943,681,True,True,True,True
"('medievalpoliticalphilosophy', 'socialandpoliticalphilosophy')",medieval political philosophy,social and political philosophy,1700,1787,True,True,True,True
"('determinatesvsdeterminables', 'historyoflogic')",determinates vs. determinables,history of logic,1267,917,True,False,False,False
"('epistemology', 'optimism')",optimism,epistemology,404,646,True,True,True,True
"('phenomenologyofreligion', 'philosophyofreligion')",phenomenology of religion,philosophy of religion,1563,724,True,True,True,True
"('metaphysics', 'philosophyofspaceandtime')",philosophy of space and time,metaphysics,723,681,True,True,True,True
"('epistemology', 'philosophyoflogic')",philosophy of logic,epistemology,1791,646,True,True,True,True
"('existence', 'perception')",existence,perception,1478,2078,True,True,True,True
"('computationandrepresentation', 'perception')",computation and representation,perception,936,2078,True,True,True,True
"('ancientphilosophyaristotle', 'philosophyofmind')",ancient philosophy (aristotle),philosophy of mind,1846,715,True,False,False,False
"('philosophyofmind', 'virtuesandvices')",virtues and vices,philosophy of mind,1879,715,True,True,True,True
"('epistemology', 'ideas')",ideas,epistemology,1641,646,True,True,True,True
"('identitytheoryoftruth', 'metaphysics')",identity theory of truth,metaphysics,1014,681,True,True,True,True
"('abstractobject', 'metaphysics')",abstract object,metaphysics,846,681,True,True,True,True
"('internalism', 'philosophyofmind')",internalism,philosophy of mind,666,715,True,True,True,True
"('artificialintelligence', 'distributedrepresentation')",distributed representation,artificial intelligence,825,890,True,False,False,False
"('consciousness', 'philosophyofmind')",consciousness,philosophy of mind,923,715,True,True,True,True
"('epistemology', 'inductivelogicanddecisiontheory')",inductive logic and decision theory,epistemology,1790,646,True,True,True,True
"('folkpsychology', 'inputunit')",input unit,folk psychology,951,891,True,False,False,False
"('dualismandmetaphysicsofmind', 'philosophyofmind')",dualism and metaphysics of mind,philosophy of mind,907,715,True,False,False,False
"('philosophyofphysics', 'philosophyofscienceandthesciences')",philosophy of physics,philosophy of science and the sciences,719,1826,True,True,True,True
"('mentalimagery', 'perception')",mental imagery,perception,1223,2078,True,True,True,True
"('afterlife', 'heavenandhell')",heaven and hell,afterlife,1343,1581,True,True,True,True
"('divinerevelation', 'philosophyofreligion')",divine revelation,philosophy of religion,1560,724,True,True,True,True
"('mind', 'philosophyofmind')",mind,philosophy of mind,2067,715,True,True,True,True
"('folkpsychology', 'simulationtheory')",simulation theory,folk psychology,817,891,True,True,True,True
"('existence', 'existentialism')",existentialism,existence,197,1478,True,True,True,True
"('interpretationsofprobability', 'philosophyofscienceandthesciences')",interpretations of probability,philosophy of science and the sciences,1155,1826,True,True,True,True
"('deontology', 'ethics')",ethics,deontology,647,638,True,True,True,True
"('logic', 'logicandlanguage')",logic,logic and language,674,941,True,True,True,True
"('constructivemathematics', 'philosophyofscienceandthesciences')",constructive mathematics,philosophy of science and the sciences,1251,1826,True,True,True,True
"('philosophyofmind', 'unityofconsciousness')",unity of consciousness,philosophy of mind,877,715,True,True,True,True
"('otherminds', 'philosophyofmind')",other minds,philosophy of mind,1750,715,True,True,True,True
"('perception', 'psychologicaltheory')",psychological theory,perception,887,2078,True,True,True,True
"('knowledgeargument', 'physicalism')",knowledge argument,physicalism,813,726,True,True,True,True
"('epistemology', 'moralepistemology')",moral epistemology,epistemology,866,646,True,True,True,True
"('epistemology', 'externalism')",externalism,epistemology,201,646,True,True,True,True
"('epistemology', 'realismandantirealism')",realism and anti-realism,epistemology,978,646,True,True,True,True
"('object', 'perception')",object,perception,1499,2078,True,True,True,True
"('artificialintelligence', 'logicandlanguage')",logic and language,artificial intelligence,941,890,True,True,True,True
"('animalcognition', 'folkpsychology')",animal cognition,folk psychology,812,891,True,False,False,False
"('metaphysics', 'sophists')",sophists,metaphysics,1622,681,True,True,True,True
"('fideism', 'philosophyofreligion')",fideism,philosophy of religion,219,724,True,True,True,True
"('logicandlanguage', 'philosophyoflanguage')",logic and language,philosophy of language,941,712,True,True,True,True
"('determinism', 'freewill')",determinism,free will,157,992,True,True,True,True
"('kantsphilosophyofreligion', 'metaphysics')",kant's philosophy of religion,metaphysics,1056,681,True,True,True,True
"('causaltheoriesofmentalcontent', 'mentalcontent')",causal theories of mental content,mental content,1699,925,True,True,True,True
"('bioethics', 'culturalrelativism')",cultural relativism,bioethics,144,621,True,False,False,False
"('judaicphilosophy', 'judaism')",judaic philosophy,judaism,921,293,True,False,False,False
"('epistemologicalproblemsofperception', 'philosophyofmind')",epistemological problems of perception,philosophy of mind,1361,715,True,True,True,True
"('epistemologicalproblemsofperception', 'perception')",epistemological problems of perception,perception,1361,2078,True,True,True,True
"('kantsphilosophicaldevelopment', 'metaphysics')",kant's philosophical development,metaphysics,1062,681,True,True,True,True
"('abstractexpressionism', 'perception')",abstract expressionism,perception,4,2078,True,False,False,False
"('mentalcontent', 'narrowmentalcontent')",narrow mental content,mental content,1273,925,True,True,True,True
"('epistemology', 'perception')",perception,epistemology,2078,646,True,True,True,True
"('causaltheoriesofmentalcontent', 'theoriesofmentalcontent')",theories of mental content,causal theories of mental content,927,1699,True,True,True,True
"('philosophyofmind', 'sensedata')",sense-data,philosophy of mind,1541,715,True,True,True,True
"('belief', 'epistemology')",belief,epistemology,880,646,True,True,True,True
"('feministphilosophyoflanguage', 'philosophyoflanguage')",feminist philosophy of language,philosophy of language,1033,712,True,True,True,True
"('divinelaw', 'philosophyofreligion')",divine law,philosophy of religion,2012,724,True,True,True,True
"('existence', 'philosophyofmind')",existence,philosophy of mind,1478,715,True,True,True,True
"('epistemology', 'philosophyofscience')",philosophy of science,epistemology,722,646,True,True,True,True
"('lawsofnature', 'metaphysics')",laws of nature,metaphysics,1164,681,True,True,True,True
"('ideas', 'perception')",ideas,perception,1641,2078,True,True,True,True
